,nominstallation,codeeicresourceobject,codeiris,commune,epci,departement,region,dateraccordement,datemiseenservice,datedebutversion,postesource,tensionraccordement,moderaccordement,filiere,combustible,combustiblessecondaires,technologie,typestockage,puismaxinstallee,puismaxraccharge,puismaxcharge,puismaxrac,puismaxinstalleedischarge,nbgroupes,regime,energiestockable,capacitereservoir,productible,debitmaximal,gestionnaire,hauteurchute
61471,Confidentiel,17W000000048930P,812500000,Saint-Genest-de-Contest,CC du Lautrécois et du Pays d'Agout,Tarn,Occitanie,01/07/2005,01/07/2005,01/09/2022,REALM,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,500.0,,,450.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
61491,Confidentiel,17W000000054684S,812550000,Saint-Jean-de-Rives,CC Tarn-Agout,Tarn,Occitanie,30/11/2010,30/11/2010,05/12/2022,SSSUL,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,600.0,,,600.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
61497,Confidentiel,17W0000004343261,812570103,Saint-Juéry,CA de l'Albigeois (C2A),Tarn,Occitanie,01/01/2006,01/01/2006,08/01/2018,COMB6,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,950.0,,,950.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
61501,CENTRALE LA PAUQUIE,17W000000051001N,812580000,Saint-Julien-du-Puy,CC du Lautrécois et du Pays d'Agout,Tarn,Occitanie,09/10/1997,09/10/1997,01/08/2017,GRAUL,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,225.0,,,225.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
61512,Confidentiel,17W0000001537316,812630000,Saint-Martin-Laguépie,CC du Cordais et du Causse (4 C),Tarn,Occitanie,09/10/1997,09/10/1997,01/05/2020,CORD6,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,400.0,,,400.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
61516,Confidentiel,17W000000059349H,812660000,Saint-Paul-Cap-de-Joux,CC du Lautrécois et du Pays d'Agout,Tarn,Occitanie,09/10/1997,09/10/1997,01/11/2022,MARZE,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,499.0,,,499.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
61527,Confidentiel,17W0000000447712,812710101,Saint-Sulpice-la-Pointe,CC Tarn-Agout,Tarn,Occitanie,01/05/2003,01/05/2003,15/11/2022,SSSUL,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,1380.0,,,1380.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
61538,LA GASCARIE,17W000001434753B,812730000,Saïx,CC du Sor et de l'Agout,Tarn,Occitanie,01/09/2022,01/09/2022,01/09/2022,CAS.S,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,499.0,,,499.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
61539,Confidentiel,17W000000046497N,812730000,Saïx,CC du Sor et de l'Agout,Tarn,Occitanie,09/10/1997,09/10/1997,26/08/2016,CAS.S,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,700.0,,,700.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
61553,Confidentiel,17W000000154934O,812780000,Sauveterre,CC Thoré Montagne Noire,Tarn,Occitanie,09/10/1997,09/10/1997,19/11/2021,LACAB,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,1500.0,,,1500.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
61554,Confidentiel,17W000000988979J,812780000,Sauveterre,CC Thoré Montagne Noire,Tarn,Occitanie,01/12/2013,01/12/2013,23/02/2021,LACAB,HTA,Indirect,Hydraulique,,,FIL DE L'EAU,,263.0,,,263.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
61555,Confidentiel,17W000000988544H,812780000,Sauveterre,CC Thoré Montagne Noire,Tarn,Occitanie,21/11/2012,21/11/2012,19/11/2021,LACAB,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,506.0,,,506.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
61557,Confidentiel,17W000000052385B,812780000,Sauveterre,CC Thoré Montagne Noire,Tarn,Occitanie,09/10/1997,09/10/1997,23/02/2021,LACAB,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,533.0,,,533.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
61558,Confidentiel,17W000000420306X,812780000,Sauveterre,CC Thoré Montagne Noire,Tarn,Occitanie,09/10/1997,09/10/1997,14/12/2020,LACAB,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,710.0,,,710.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
61584,Confidentiel,17W000000160507K,812860000,Serviès,CC du Lautrécois et du Pays d'Agout,Tarn,Occitanie,21/02/1968,21/02/1968,02/11/2021,GOURJ,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,450.0,,,450.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
61585,Confidentiel,17W000000053562A,812860000,Serviès,CC du Lautrécois et du Pays d'Agout,Tarn,Occitanie,09/10/1997,09/10/1997,02/03/2021,GRAUL,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,900.0,,,900.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
61590,MICROCENTRALE TIRAND-VERDEILLE,17W000000047899Z,,Sorèze,CC Lauragais Revel Sorezois,Tarn,Occitanie,09/10/2012,09/10/2012,07/06/2022,REVEL,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,1315.0,,,1315.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
61614,Centrale de Tanus,17W000001681485I,812920000,Tanus,CC Carmausin-Ségala,Tarn,Occitanie,10/12/2009,10/12/2009,10/12/2009,REQUI,HTA,Direct,Hydraulique,,,AUTRE,,190.0,,,190.0,,,En service,0.0,,,,SICAE du Carmausin,
61624,Confidentiel,17W000000920731K,812920000,Tanus,CC Carmausin-Ségala,Tarn,Occitanie,10/12/2009,10/12/2009,28/07/2022,,HTA,Direct,Hydraulique,,,AUTRE,,190.0,,,250.0,,,En service,,,,,SICAE du Carmausin,
61641,Confidentiel,17W000000157811P,812990000,Teyssode,CC du Lautrécois et du Pays d'Agout,Tarn,Occitanie,28/01/1991,28/01/1991,26/01/2022,MARZE,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,1550.0,,,1550.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
61647,TREBAH-CENTRALE HYDRAULIQUE DE TREBAS-3,17W0000000128117,813030000,Trébas,CC Val 81,Tarn,Occitanie,01/01/1985,05/02/2015,25/07/2019,TREBA,63 kV,DIRECT,Hydraulique,,,FIL DE L'EAU,,3500.0,,,,,3.0,En service,,,,,RTE,215.7
61652,Confidentiel,17W0000010045044,813050000,Vabre,CC Sidobre Vals et Plateaux,Tarn,Occitanie,07/01/2021,07/01/2021,09/04/2021,LUZI1,BT,Direct,Hydraulique,,,FIL DE L'EAU,,246.0,,,150.0,,,En service,0.0,0.0,0.4,0.0,Enedis,3.6
61698,Confidentiel,17W000000055486R,813150000,Vielmur-sur-Agout,CC du Lautrécois et du Pays d'Agout,Tarn,Occitanie,09/10/1997,09/10/1997,16/02/2018,GOURJ,HTA,Indirect,Hydraulique,,,FIL DE L'EAU,,940.0,,,940.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
61699,Confidentiel,17W0000009879098,813150000,Vielmur-sur-Agout,CC du Lautrécois et du Pays d'Agout,Tarn,Occitanie,11/01/2016,11/01/2016,01/10/2020,GOURJ,HTA,Indirect,Hydraulique,,,FIL DE L'EAU,,1192.0,,,1192.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
61713,VINTRH-CENTRALE HYDRAULIQUE DE VINTROU-3,17W0000000120031,813210000,Le Vintrou,CC Thoré Montagne Noire,Tarn,Occitanie,01/01/1935,01/05/1990,10/11/2021,VINTR,63 kV,DIRECT,Hydraulique,,,LAC,,31500.0,,,,,4.0,En service,,,,,RTE,270.0
61718,Confidentiel,17W000000041608S,813230000,Viterbe,CC du Lautrécois et du Pays d'Agout,Tarn,Occitanie,20/05/1964,20/05/1964,26/01/2022,MARZE,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,249.0,,,249.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
61733,Confidentiel,17W0000000430077,820020000,Albias,CC Quercy Vert-Aveyron,Tarn-et-Garonne,Occitanie,09/10/1997,09/10/1997,26/01/2022,LERE,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,125.0,,,450.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
61754,Confidentiel,17W000000048709O,820110000,Barry-d'Islemade,CC du Pays de Lafrançaise,Tarn-et-Garonne,Occitanie,31/10/2008,31/10/2008,24/01/2022,MTAUB,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,681.0,,,681.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
61785,CENTRALE HYDOELECTRIQUE DE BIOULE,17W000000053503Q,820180000,Bioule,CC Quercy Vert-Aveyron,Tarn-et-Garonne,Occitanie,09/01/1958,09/01/1958,26/01/2022,LERE,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,375.0,,,375.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
61810,CENTRALE DE CAUSSANUS,17W000001384007N,820260000,Bruniquel,CC Quercy Vert-Aveyron,Tarn-et-Garonne,Occitanie,09/10/1997,09/10/1997,25/10/2022,SSAN5,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,1061.0,,,1061.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
61811,Confidentiel,17W000000041672J,,Bruniquel,CC Quercy Vert-Aveyron,Tarn-et-Garonne,Occitanie,05/12/1972,05/12/1972,26/01/2022,SSAN5,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,400.0,,,400.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
61812,Confidentiel,17W0000000476135,820260000,Bruniquel,CC Quercy Vert-Aveyron,Tarn-et-Garonne,Occitanie,01/01/2008,01/01/2008,24/01/2022,SSAN5,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,380.0,,,380.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
61813,CENTRALE DE CAUSSANUS,17W000000988821H,,Bruniquel,CC Quercy Vert-Aveyron,Tarn-et-Garonne,Occitanie,01/03/2014,01/03/2014,09/02/2022,SSAN5,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,375.0,,,375.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
61901,Confidentiel,17W0000009882028,820440000,Corbarieu,CA Grand Montauban,Tarn-et-Garonne,Occitanie,16/11/2015,16/11/2015,26/01/2022,MTAUB,HTA,Indirect,Hydraulique,,,FIL DE L'EAU,,2235.0,,,2235.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
61903,Confidentiel,17W000000152453D,820440000,Corbarieu,CA Grand Montauban,Tarn-et-Garonne,Occitanie,13/06/1968,13/06/1968,26/01/2022,MTAUB,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,2288.0,,,53.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
61956,GOLFEH-CENTRALE HYDRAULIQUE DE GOLFECH-3,17W0000000120884,820720000,Golfech,CC des Deux Rives,Tarn-et-Garonne,Occitanie,01/01/1973,,31/12/2009,GOLFE,63 kV,DIRECT,Hydraulique,,,FIL DE L'EAU,,69000.0,,,,,3.0,En service,,,,,RTE,17.0
61966,Confidentiel,17W000000400116D,820760000,L'Honor-de-Cos,CC du Pays de Lafrançaise,Tarn-et-Garonne,Occitanie,09/10/1997,09/10/1997,25/01/2022,MATRA,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,315.0,,,315.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
61991,Confidentiel,17W000000151791Z,820880000,Laguépie,CC du Quercy Rouergue et des Gorges de l'Aveyron,Tarn-et-Garonne,Occitanie,01/03/1955,01/03/1955,26/01/2022,CORD6,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,160.0,,,160.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
61992,Confidentiel,17W000000046467W,820880000,Laguépie,CC du Quercy Rouergue et des Gorges de l'Aveyron,Tarn-et-Garonne,Occitanie,09/10/1997,09/10/1997,26/01/2022,CORD6,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,138.0,,,138.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
62035,EDF DPIH GOLFECH,17W000000432808U,821010000,Malause,CC des Deux Rives,Tarn-et-Garonne,Occitanie,01/01/2006,01/01/2006,25/01/2022,LUC,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,600.0,,,600.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
62051,Confidentiel,17W000000054649U,821120103,Moissac,CC Terres des Confluences,Tarn-et-Garonne,Occitanie,09/10/1997,09/10/1997,26/01/2022,LUC,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,1600.0,,,1600.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
62082,CENTRALE HYDRAULIQUE DE SAPIAC,17W000000151730I,821210501,Montauban,CA Grand Montauban,Tarn-et-Garonne,Occitanie,01/01/2006,01/01/2006,01/01/2020,MTAUB,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,400.0,,,400.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
62130,Confidentiel,17W000000051326W,821210201,Montauban,CA Grand Montauban,Tarn-et-Garonne,Occitanie,09/10/1997,09/10/1997,25/01/2022,MTAUB,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,900.0,,,1200.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
62131,EDF DPIH ALBAREDES,17W0000000568939,821210301,Montauban,CA Grand Montauban,Tarn-et-Garonne,Occitanie,01/01/2006,01/01/2006,25/01/2022,MTAUB,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,500.0,,,500.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
62149,Confidentiel,17W000000051913H,821211001,Montauban,CA Grand Montauban,Tarn-et-Garonne,Occitanie,09/10/1997,09/10/1997,25/01/2022,MATRA,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,400.0,,,400.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
62199,Confidentiel,17W0000004177683,821340000,Nègrepelisse,CC Quercy Vert-Aveyron,Tarn-et-Garonne,Occitanie,01/11/2012,01/11/2012,01/06/2022,LERE,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,1686.0,,,,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
62200,Confidentiel,17W000000988913C,821340000,Nègrepelisse,CC Quercy Vert-Aveyron,Tarn-et-Garonne,Occitanie,01/12/2012,01/12/2012,01/06/2022,,HTA,Indirect,Hydraulique,,,FIL DE L'EAU,,1800.0,,,1054.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
62253,Confidentiel,17W000000052287B,821500000,Reyniès,CA Grand Montauban,Tarn-et-Garonne,Occitanie,09/10/1997,09/10/1997,26/01/2022,VLEMU,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,2134.0,,,1050.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
62254,Confidentiel,17W000000988997H,821500000,Reyniès,CA Grand Montauban,Tarn-et-Garonne,Occitanie,01/02/2014,01/02/2014,26/01/2022,VLEMU,HTA,Indirect,Hydraulique,,,FIL DE L'EAU,,1084.0,,,1084.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
62262,Confidentiel,17W000000058448K,,Saint-Antonin-Noble-Val,CC du Quercy Rouergue et des Gorges de l'Aveyron,Tarn-et-Garonne,Occitanie,16/02/1965,16/02/1965,26/01/2022,SSAN5,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,400.0,,,400.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
62375,Confidentiel,17W000000154644X,821870000,Varen,CC du Quercy Rouergue et des Gorges de l'Aveyron,Tarn-et-Garonne,Occitanie,09/10/1997,09/10/1997,09/02/2022,SSAN5,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,250.0,,,250.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
62376,Confidentiel,17W000000043637B,821870000,Varen,CC du Quercy Rouergue et des Gorges de l'Aveyron,Tarn-et-Garonne,Occitanie,09/10/1997,09/10/1997,30/06/2022,SSAN5,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,400.0,,,400.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
62411,Confidentiel,17W000000054530I,821950000,Villemade,CA Grand Montauban,Tarn-et-Garonne,Occitanie,01/05/2003,01/05/2003,10/11/2022,MATRA,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,1120.0,,,1120.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
62445,Confidentiel,17W000001434913F,,Barjols,CC Provence Verdon,Var,Provence-Alpes-Côte d'Azur,08/10/1997,08/10/1997,02/10/2022,BARJO,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,185.0,,,185.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
62515,Confidentiel,17W000000424382Y,830310000,Le Cannet-des-Maures,CC Cur du Var,Var,Provence-Alpes-Côte d'Azur,27/12/2013,27/12/2013,01/12/2021,ENTRA,HTA,Direct,Hydraulique,,,ECLUSEE,,2800.0,,,2800.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
62612,MICROCENTRALE DE LA FARLEDE,17W000000495987R,830540101,La Farlède,CC de la Vallée du Gapeau,Var,Provence-Alpes-Côte d'Azur,09/11/2018,09/11/2018,09/11/2018,GARD7,BT,Direct,Hydraulique,,,FIL DE L'EAU,,60.0,,,60.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
62747,SCP MICROCENTRALE HYERES,17W0000009630092,830690106,Hyères,Métropole Toulon-Provence-Méditerranée,Var,Provence-Alpes-Côte d'Azur,10/03/2020,10/03/2020,10/03/2020,HYERE,BT,Direct,Hydraulique,,,FIL DE L'EAU,,110.0,,,110.0,,,En service,0.0,0.0,0.0,0.0,Enedis,94.0
62801,Confidentiel,17W000000423906V,830850000,La Motte,CA Dracénie Provence Verdon Agglomération,Var,Provence-Alpes-Côte d'Azur,07/06/2011,07/06/2011,14/10/2022,TRANS,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,200.0,,,200.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
62804,Confidentiel,17W000000406736R,830850000,La Motte,CA Dracénie Provence Verdon Agglomération,Var,Provence-Alpes-Côte d'Azur,04/07/2011,04/07/2011,01/08/2017,TRANS,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,340.0,,,340.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
62828,HUGUENEUVE,17W000000059974V,830900104,Ollioules,Métropole Toulon-Provence-Méditerranée,Var,Provence-Alpes-Côte d'Azur,08/10/1997,08/10/1997,14/10/2022,S.FOU,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,160.0,,,160.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
62845,MICROCENTRALE DE POURRIERES,17W000000395144A,830970000,Pourrières,CA de la Provence Verte,Var,Provence-Alpes-Côte d'Azur,04/07/2017,04/07/2017,01/06/2018,SSMA8,BT,Direct,Hydraulique,,,HYDROLIEN FLUVIAL,,140.0,,,140.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
62871,MICRO CENTRALE DE RIANS,17W0000001611121,831040000,Rians,CC Provence Verdon,Var,Provence-Alpes-Côte d'Azur,29/01/2014,29/01/2014,01/10/2018,VINON,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,278.0,,,278.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
62967,Confidentiel,17W000000497174L,831260403,La Seyne-sur-Mer,Métropole Toulon-Provence-Méditerranée,Var,Provence-Alpes-Côte d'Azur,15/11/2018,15/11/2018,15/11/2018,SEYNE,BT,Direct,Hydraulique,,,FIL DE L'EAU,,130.0,,,130.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
62997,Confidentiel,17W0000002749329,831270000,Signes,CA Sud Sainte Baume,Var,Provence-Alpes-Côte d'Azur,13/07/2017,13/07/2017,21/09/2022,SIGNE,BT,Direct,Hydraulique,,,HYDROLIEN FLUVIAL,,236.0,,,236.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
63038,Confidentiel,17W000001003643W,831320000,Solliès-Ville,CC de la Vallée du Gapeau,Var,Provence-Alpes-Côte d'Azur,22/01/2021,22/01/2021,22/01/2021,SOLLI,BT,Direct,Hydraulique,,,FIL DE L'EAU,,241.0,,,241.0,,,En service,0.0,1.0,1240.0,0.0,Enedis,23.3
63041,SSCASH-CENTRALE HYDRAULIQUE DE ST-CASSIEN-3,17W000000012180G,831330000,Tanneron,CC du Pays de Fayence,Var,Provence-Alpes-Côte d'Azur,01/01/1966,01/05/1990,27/10/2022,SSCAS,63 kV,DIRECT,Hydraulique,,,ECLUSEE,,20400.0,,,,,1.0,En service,,,,,RTE,111.85
63093,USINE HYDROELECTRIQUE DE TRANS,17W0000002878696,831410000,Trans-en-Provence,CA Dracénie Provence Verdon Agglomération,Var,Provence-Alpes-Côte d'Azur,19/07/2012,19/07/2012,22/11/2021,TRANS,BT,Direct,Hydraulique,,,FIL DE L'EAU,,130.0,,,130.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
63112,Confidentiel,17W0000013838895,831440107,La Valette-du-Var,Métropole Toulon-Provence-Méditerranée,Var,Provence-Alpes-Côte d'Azur,08/11/2011,08/11/2011,01/06/2022,GARD7,BT,Direct,Hydraulique,,,FIL DE L'EAU,,158.0,,,158.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
63134,VINONH-CENTRALE HYDRAULIQUE DE VINON-3,17W0000000123824,831500000,Vinon-sur-Verdon,CA Durance-Lubéron-Verdon Agglomération,Var,Provence-Alpes-Côte d'Azur,01/01/1967,01/05/1990,03/01/2021,VINON,63 kV,DIRECT,Hydraulique,,,ECLUSEE,,31300.0,,,,,1.0,En service,,,,,RTE,83.7
63174,AVIG6H-CENTRALE HYDRAULIQUE DE AVIGNON-6,17W000000012981J,840070137,Avignon,CA du Grand Avignon (COGA),Vaucluse,Provence-Alpes-Côte d'Azur,01/01/1973,,13/08/2014,AVIG6,225 kV,DIRECT,Hydraulique,,,FIL DE L'EAU,,110000.0,,,,,4.0,En service,,,,,RTE,10.0
63243,BXMONH-CENTRALE HYDRAULIQUE DE BEAUMONT(BEAUMONT-DE-PERTUIS)-6,17W0000000122658,840140000,Beaumont-de-Pertuis,CC Territoriale Sud-Luberon,Vaucluse,Provence-Alpes-Côte d'Azur,01/01/1969,,31/12/2009,BXMON,225 kV,DIRECT,Hydraulique,,,LAC,,38500.0,,,,,2.0,En service,,,,,RTE,18.39
63263,BOLLEH-CENTRALE HYDRAULIQUE DE BOLLENE (SPECIALISE)-6,17W000000012845R,840190202,Bollène,CC Rhône Lez Provence,Vaucluse,Provence-Alpes-Côte d'Azur,01/01/1953,,13/08/2014,BOLL5,225 kV,DIRECT,Hydraulique,,,FIL DE L'EAU,,345000.0,,,,,6.0,En service,,,,,RTE,26.7
63305,CADERH-CENTRALE HYDRAULIQUE DE CADEROUSSE-3,17W000000012933U,840270000,Caderousse,CC Pays d'Orange en Provence,Vaucluse,Provence-Alpes-Côte d'Azur,01/01/1975,,13/08/2014,CADER,63 kV,DIRECT,Hydraulique,,,FIL DE L'EAU,,156000.0,,,,,6.0,En service,,,,,RTE,9.5
63430,Confidentiel,17W000000422224P,840380000,Cheval-Blanc,CA Luberon Monts de Vaucluse,Vaucluse,Provence-Alpes-Côte d'Azur,08/10/1997,08/10/1997,04/10/2022,P.ORG,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,80.0,,,80.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
63491,Confidentiel,17W000000152593Y,840540104,L'Isle-sur-la-Sorgue,CC du Pays des Sorgues et des Monts de Vaucluse,Vaucluse,Provence-Alpes-Côte d'Azur,15/12/1998,15/12/1998,30/11/2021,CAVAI,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,699.5,,,600.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
63514,CENTRALE DE LA SACRISTIERE,17W000000058267O,,Jonquerettes,CA du Grand Avignon (COGA),Vaucluse,Provence-Alpes-Côte d'Azur,04/11/2005,04/11/2005,30/11/2021,VEDEN,BT,Direct,Hydraulique,,,HYDROLIEN FLUVIAL,,90.0,,,90.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
63692,Confidentiel,17W000000151126X,840880101,Pernes-les-Fontaines,CA des Sorgues du Comtat,Vaucluse,Provence-Alpes-Côte d'Azur,01/03/2000,01/03/2000,04/10/2022,MOUIS,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,300.0,,,300.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
63926,Confidentiel,17W000000053412T,841390000,Fontaine-de-Vaucluse,CC du Pays des Sorgues et des Monts de Vaucluse,Vaucluse,Provence-Alpes-Côte d'Azur,08/10/1997,08/10/1997,04/10/2022,MOUIS,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,400.0,,,400.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
63927,Confidentiel,17W0000004118519,841390000,Fontaine-de-Vaucluse,CC du Pays des Sorgues et des Monts de Vaucluse,Vaucluse,Provence-Alpes-Côte d'Azur,09/10/1997,09/10/1997,01/10/2022,MOUIS,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,400.0,,,400.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
63934,Confidentiel,17W000001360403A,841410104,Vedène,CA du Grand Avignon (COGA),Vaucluse,Provence-Alpes-Côte d'Azur,01/11/1998,01/11/1998,01/11/2021,VEDEN,BT,Direct,Hydraulique,,,FIL DE L'EAU,,120.0,,,120.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
64900,Confidentiel,17W0000009264045,851430000,Mervent,CC Pays de Fontenay-Vendée,Vendée,Pays de la Loire,18/07/2019,18/07/2019,18/11/2022,F.COM,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,1440.0,,,1440.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
65159,Confidentiel,17W000000041898U,851880000,La Réorthe,CC Sud Vendée Littoral,Vendée,Pays de la Loire,01/12/1993,01/12/1993,30/10/2018,PUYBE,HTA,Direct,Hydraulique,,,LAC,,400.0,,,400.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
65875,Confidentiel,17W000000482909V,860060000,Antigny,CC Vienne et Gartempe,Vienne,Nouvelle-Aquitaine,21/12/2007,21/12/2007,14/04/2022,,HTA,Direct,Hydraulique,,,,,100.0,,,77.0,,,En service,,,,,SRD,
65966,Confidentiel,17W000000041374R,860320000,Bonneuil-Matours,CA Grand Châtellerault,Vienne,Nouvelle-Aquitaine,08/10/1997,08/10/1997,23/07/2022,CTLLE,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,416.0,,,416.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
65969,Confidentiel,17W000000060443R,860320000,Bonneuil-Matours,CA Grand Châtellerault,Vienne,Nouvelle-Aquitaine,09/10/1997,09/10/1997,23/07/2022,CXVIG,HTA,Direct,Hydraulique,,,FIL DE L'EAU,,760.0,,,760.0,,,En service,0.0,0.0,0.0,0.0,Enedis,0.0
