nominstallation,codeeicresourceobject,codeiris,commune,epci,departement,region,dateraccordement,datemiseenservice,datedebutversion,postesource,tensionraccordement,moderaccordement,combustible,combustiblessecondaires,technologie,typestockage,puismaxinstallee,puismaxrac,nbgroupes,regime,gestionnaire
SCEA DE VAUTOURNON,17W000000146560Z,360740000,Fléré-la-Rivière,CC du Châtillonnais en Berry,Indre,Centre-Val de Loire,20/12/2010,20/12/2010,01/09/2019,CHAT7,BT,Direct,,,AUTRE,,250.0,170.0,,En service,Enedis
EARL THOONSEN,17W000000928055V,361260000,Montchevrier,CC de la Marche Berrichonne,Indre,Centre-Val de Loire,19/07/2019,19/07/2019,01/04/2022,EGUZO,BT,Direct,,,,,100.0,100.0,,En service,Enedis
Confidentiel,17W000001370542R,361560000,Pérassay,CC de la Châtre et Sainte-Sévère,Indre,Centre-Val de Loire,02/03/2022,02/03/2022,05/05/2022,,HTA,Direct,,,COGENERATION A COMBUSTION,,308.0,308.0,,En service,Enedis
COVED,17W000000043100H,370530000,Chanceaux-près-Loches,CC Loches Sud Touraine,Indre-et-Loire,Centre-Val de Loire,03/07/2020,03/07/2020,20/09/2021,LOCHE,HTA,Indirect,,,TURBINE A COMBUSTION,,2200.0,1821.0,,En service,Enedis
Confidentiel,17W000000926483K,370550000,Channay-sur-Lathan,CC Touraine Ouest Val de Loire,Indre-et-Loire,Centre-Val de Loire,28/05/2019,28/05/2019,09/02/2022,COUE5,BT,Direct,BOIS,,,,100.0,100.0,,En service,Enedis
Confidentiel,17W0000004266864,370870000,Courcoué,CC Touraine Val de Vienne,Indre-et-Loire,Centre-Val de Loire,02/02/2017,02/02/2017,02/02/2017,COLOM,HTA,Direct,,,MOTEUR A PISTON,,1220.0,1220.0,,En service,Enedis
Confidentiel,17W000000960930R,371330000,Loché-sur-Indrois,CC Loches Sud Touraine,Indre-et-Loire,Centre-Val de Loire,19/02/2020,19/02/2020,01/11/2022,CHAT7,BT,Direct,,,COGENERATION A COMBUSTION,,235.0,235.0,,En service,Enedis
METHANOIA,17W000000927362R,371340000,Louans,CC Loches Sud Touraine,Indre-et-Loire,Centre-Val de Loire,04/06/2019,04/06/2019,09/02/2022,SORIG,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
Confidentiel,17W000000504484V,371680000,Neuilly-le-Brignon,CC Loches Sud Touraine,Indre-et-Loire,Centre-Val de Loire,22/01/2019,22/01/2019,09/02/2022,COLOM,BT,Direct,,,COGENERATION A COMBUSTION,,120.0,120.0,,En service,Enedis
Confidentiel,17W0000004146326,371750000,Nouzilly,CC du Castelrenaudais,Indre-et-Loire,Centre-Val de Loire,05/09/2014,05/09/2014,24/09/2018,MONNA,HTA,Direct,,,MOTEUR A PISTON,,250.0,250.0,,En service,Enedis
SCEA DE LA BONDONNIERE,17W0000001596537,371820000,Pernay,CC de Gâtine-Racan,Indre-et-Loire,Centre-Val de Loire,03/06/2013,03/06/2013,05/11/2018,SEMBL,BT,Direct,,,COGENERATION A VAPEUR,,250.0,250.0,,En service,Enedis
Confidentiel,17W000000051357L,372310000,Saint-Paterne-Racan,CC de Gâtine-Racan,Indre-et-Loire,Centre-Val de Loire,27/03/2012,27/03/2012,24/09/2021,SEMBL,HTA,Direct,,,,,1160.0,1160.0,,En service,Enedis
TOURS BIOMASSE ENERGIES,17W000000040758E,372330105,Saint-Pierre-des-Corps,Tours Métropole Val de Loire,Indre-et-Loire,Centre-Val de Loire,03/07/2013,03/07/2013,12/02/2019,E.FOR,HTA,Indirect,BOIS,,TURBINE A VAPEUR,,7000.0,7000.0,,En service,Enedis
Confidentiel,17W000000925286R,372490000,Sonzay,CC de Gâtine-Racan,Indre-et-Loire,Centre-Val de Loire,24/07/2019,24/07/2019,09/02/2022,COUE5,BT,Direct,,,TURBINE A COMBUSTION,,244.0,250.0,,En service,Enedis
Confidentiel,17W000000381789R,372490000,Sonzay,CC de Gâtine-Racan,Indre-et-Loire,Centre-Val de Loire,05/01/2017,05/01/2017,26/01/2017,SEMBL,HTA,Direct,,,AUTRE,,2970.0,2970.0,,En service,Enedis
Confidentiel,17W0000013448457,372610602,Tours,Tours Métropole Val de Loire,Indre-et-Loire,Centre-Val de Loire,28/09/2021,28/09/2021,28/09/2021,TOURS,HTA,Direct,,,MOTEUR A PISTON,,999.0,999.0,,En service,Enedis
COOPERATIVE LAITIERE REGION LOCHOISE,17W000000416872D,372690000,Verneuil-sur-Indre,CC Loches Sud Touraine,Indre-et-Loire,Centre-Val de Loire,01/06/2015,01/06/2015,20/04/2021,LOCHE,HTA,Direct,,,,,250.0,250.0,,En service,Enedis
Confidentiel,17W000000461377I,372780000,Villeperdue,CC Touraine Vallée de l'Indre,Indre-et-Loire,Centre-Val de Loire,10/04/2018,10/04/2018,23/10/2022,SORIG,BT,Direct,,,COGENERATION A COMBUSTION,,50.0,50.0,,En service,Enedis
Confidentiel,17W000000413594U,380530102,Bourgoin-Jallieu,CA Porte de l'Isère (CAPI),Isère,Auvergne-Rhône-Alpes,01/11/2007,01/11/2007,29/12/2022,JALLI,HTA,Direct,DECHETS MENAGERS,,AUTRE,,12000.0,12000.0,,En service,Enedis
ISDND CESSIEU,17W000001522950I,380640000,Cessieu,CC Les Vals du Dauphiné,Isère,Auvergne-Rhône-Alpes,05/04/2023,05/04/2023,20/12/2022,T.PIN,HTA,Direct,,,TURBINE A VAPEUR,,851.0,821.0,,En service,Enedis
Confidentiel,17W000000044554A,381000000,Le Cheylas,CC Le Grésivaudan,Isère,Auvergne-Rhône-Alpes,02/08/2010,02/08/2010,01/12/2015,SSLAC,HTA,Indirect,BOIS,,MOTEUR A PISTON,,3635.0,3635.0,,En service,Enedis
Confidentiel,17W000000982147K,381350000,Courtenay,CC Les Balcons du Dauphiné,Isère,Auvergne-Rhône-Alpes,09/09/2020,09/09/2020,09/09/2020,MTALI,HTA,Indirect,,,COGENERATION A COMBUSTION,,220.0,220.0,,En service,Enedis
BIOMAX,17W000001004855C,381850101,Grenoble,Grenoble-Alpes-Métropole,Isère,Auvergne-Rhône-Alpes,31/01/2021,31/01/2021,28/04/2022,,HTA,Direct,BOIS,,COGENERATION A VAPEUR,,9941.0,9000.0,,En service,GreenAlp
Confidentiel,17W000000433225C,383140101,Pontcharra,CC Le Grésivaudan,Isère,Auvergne-Rhône-Alpes,07/12/2015,07/12/2015,27/09/2021,SSLAC,HTA,Direct,DECHETS MENAGERS,,COGENERATION A VAPEUR,,660.0,660.0,,En service,Enedis
Confidentiel,17W000000972265K,383510000,Saint-Agnin-sur-Bion,CC Bièvre Isère,Isère,Auvergne-Rhône-Alpes,29/07/2020,29/07/2020,28/06/2021,JALLI,BT,Direct,,,COGENERATION A COMBUSTION,,75.0,75.0,,En service,Enedis
DALKIA BIOGAZ,17W000000042671G,384500000,Saint-Quentin-sur-Isère,CC Saint-Marcellin Vercors Isère Communauté,Isère,Auvergne-Rhône-Alpes,29/09/2011,29/09/2011,29/04/2022,MOIRA,HTA,Direct,,,MOTEUR A PISTON,,2750.0,1412.0,,En service,Enedis
Confidentiel,17W000000950232K,384520000,Saint-Romain-de-Surieu,CC Entre Bièvre et Rhône,Isère,Auvergne-Rhône-Alpes,21/01/2020,21/01/2020,07/07/2021,SALAI,BT,Direct,,,COGENERATION A VAPEUR,,250.0,250.0,,En service,Enedis
TREDI SALAISE 3,17W000000054851Z,384680000,Salaise-sur-Sanne,CC Entre Bièvre et Rhône,Isère,Auvergne-Rhône-Alpes,26/07/2002,26/07/2002,01/01/2019,SALAI,HTA,Direct,DECHETS MENAGERS,,TURBINE A VAPEUR,,14610.0,11900.0,,En service,Enedis
Confidentiel,17W000000426130E,384750000,Satolas-et-Bonce,CA Porte de l'Isère (CAPI),Isère,Auvergne-Rhône-Alpes,30/08/2016,30/08/2016,19/10/2022,SSQUE,HTA,Direct,,,AUTRE,,2826.0,2766.0,,En service,Enedis
GASTEC - SATOLAS ET BONCE,17W000000051911L,384750000,Satolas-et-Bonce,CA Porte de l'Isère (CAPI),Isère,Auvergne-Rhône-Alpes,01/03/2009,01/03/2009,29/12/2022,SSQUE,HTA,Direct,,,AUTRE,,1065.0,1065.0,,En service,Enedis
USINE D INCINERATION,17W000001017509A,385160102,La Tronche,Grenoble-Alpes-Métropole,Isère,Auvergne-Rhône-Alpes,01/06/1994,01/06/1994,01/05/2021,I.VER,HTA,Direct,DECHETS MENAGERS,,AUTRE,,3600.0,3200.0,,En service,Enedis
Confidentiel,17W000000056333A,385480000,Villard-de-Lans,CC du Massif du Vercors,Isère,Auvergne-Rhône-Alpes,13/09/2013,13/09/2013,30/06/2021,V.LAN,BT,Direct,,,AUTRE,,80.0,80.0,,En service,Enedis
Confidentiel,17W0000004933607,392460000,Gendrey,CC Jura Nord,Jura,Bourgogne-Franche-Comté,14/09/2018,14/09/2018,09/02/2022,SSVIT,BT,Direct,,,AUTRE,,250.0,250.0,,En service,Enedis
Confidentiel,17W000000413289Z,392670000,Ivory,"CC Arbois, Poligny, Salins, Cur du Jura",Jura,Bourgogne-Franche-Comté,26/05/2016,26/05/2016,01/12/2022,MELI5,BT,Direct,,,AUTRE,,50.0,50.0,,En service,Enedis
UVE PRODUCTION,17W0000013705867,,Lons-le-Saunier,CA ECLA  (Espace Communautaire Lons Agglomération),Jura,Bourgogne-Franche-Comté,14/12/2021,14/12/2021,18/10/2022,L.SAU,HTA,Indirect,DECHETS MENAGERS,,TURBINE A VAPEUR,,2260.0,2260.0,,En service,Enedis
CHASSEY ENERGIE,17W000000914201Z,393770000,Mutigney,CC Jura Nord,Jura,Bourgogne-Franche-Comté,15/05/2019,15/05/2019,05/08/2021,AUXON,BT,Direct,,,COGENERATION A COMBUSTION,,249.0,249.0,,En service,Enedis
Confidentiel,17W000000069604L,394260000,Plasne,"CC Arbois, Poligny, Salins, Cur du Jura",Jura,Bourgogne-Franche-Comté,04/07/2017,04/07/2017,01/01/2019,GYSSE,BT,Direct,,,AUTRE,,64.0,64.0,,En service,Enedis
FRENES NRJ,17W000000918257P,394680000,Rothonay,CC Terre d'Émeraude Communauté,Jura,Bourgogne-Franche-Comté,28/03/2019,28/03/2019,28/03/2019,SAISS,BT,Direct,,,AUTRE,,235.0,235.0,,En service,Enedis
Confidentiel,17W0000009728622,394710000,Ruffey-sur-Seille,CC Bresse Haute Seille,Jura,Bourgogne-Franche-Comté,21/07/2020,21/07/2020,17/03/2021,L.SAU,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
RBB ENERGIE,17W000000915668J,394770000,Saint-Baraing,CC de la Plaine Jurassienne,Jura,Bourgogne-Franche-Comté,16/04/2019,16/04/2019,16/04/2019,CPDIV,BT,Direct,,,TURBINE A COMBUSTION,,250.0,250.0,,En service,Enedis
SITCOM USINE D INCINERATION,17W000000057608T,400360000,Bénesse-Maremne,CC Maremne Adour Côte Sud,Landes,Nouvelle-Aquitaine,23/11/2016,23/11/2016,08/07/2022,ANGRE,HTA,Direct,DECHETS MENAGERS,,COGENERATION A VAPEUR,,8500.0,8500.0,,En service,Enedis
Confidentiel,17W0000004216715,,Duhort-Bachen,CC d'Aire-sur-l'Adour,Landes,Nouvelle-Aquitaine,12/09/2014,12/09/2014,02/02/2022,A.ADO,HTA,Direct,,,,,2500.0,2500.0,,En service,Enedis
METHALANDES,17W000000397533Q,401190000,Hagetmau,CC Chalosse Tursan,Landes,Nouvelle-Aquitaine,22/04/2015,22/04/2015,14/11/2018,HAGET,HTA,Direct,,,TURBINE A VAPEUR,,4560.0,4560.0,,En service,Enedis
U C BIOMASSE DE LABOUHEYRE,17W000000166575A,401340000,Labouheyre,CC Cur Haute Lande,Landes,Nouvelle-Aquitaine,11/12/2014,11/12/2014,12/12/2022,LABOU,HTA,Direct,BOIS,,AUTRE,,3400.0,3400.0,,En service,Enedis
Confidentiel,17W000000425482P,401560000,Liposthey,CC Cur Haute Lande,Landes,Nouvelle-Aquitaine,24/09/2014,24/09/2014,02/02/2022,PAREN,HTA,Direct,,,COGENERATION A VAPEUR,,341.0,341.0,,En service,Enedis
Confidentiel,17W000000428716B,401630000,Lüe,CC des Grands Lacs,Landes,Nouvelle-Aquitaine,25/11/2016,25/11/2016,25/11/2016,LABOU,HTA,Indirect,,,COGENERATION A VAPEUR,,250.0,250.0,,En service,Enedis
MIMI5TG4 - GROUPE G4 DE LA CENTRALE THERMIQUE DE MIMIZAN,17W100P100P1500K,401840103,Mimizan,CC de Mimizan,Landes,Nouvelle-Aquitaine,01/01/1990,01/01/1990,11/07/2018,MIMI5,63 kV,DIRECT,DECHETS PAPETERIE,FIOUL,TURBINE A VAPEUR,,10300.0,10300.0,1.0,En service,RTE
MIMI5TG2 - GROUPE G2 DE LA CENTRALE THERMIQUE DE MIMIZAN,17W000000935339Q,401840103,Mimizan,CC de Mimizan,Landes,Nouvelle-Aquitaine,08/10/2019,08/10/2019,08/10/2019,MIMI5,63 kV,INDIRECT,BOIS,DECHETS PAPETERIE,COGENERATION A VAPEUR,,9700.0,,1.0,En service,RTE
MIMI5TG1 - GROUPE G1 DE LA CENTRALE THERMIQUE DE MIMIZAN,17W000000935338S,401840103,Mimizan,CC de Mimizan,Landes,Nouvelle-Aquitaine,14/10/2019,08/10/2019,08/10/2019,MIMI5,63 kV,INDIRECT,BOIS,DECHETS PAPETERIE,COGENERATION A VAPEUR,,9700.0,,1.0,En service,RTE
Confidentiel,17W0000000547083,401970000,Morcenx-la-Nouvelle,CC du Pays Morcenais,Landes,Nouvelle-Aquitaine,02/08/2012,02/08/2012,01/07/2015,RESOL,HTA,Direct,BOIS,,AUTRE,,12000.0,12000.0,,En service,Enedis
Confidentiel,17W000000155121N,402290000,Pontenx-les-Forges,CC de Mimizan,Landes,Nouvelle-Aquitaine,01/02/1999,01/02/1999,01/08/2018,PAREN,HTA,Indirect,DECHETS MENAGERS,,COGENERATION A COMBUSTION,,2500.0,2500.0,,En service,Enedis
Confidentiel,17W000000960102R,402860000,Samadet,CC Chalosse Tursan,Landes,Nouvelle-Aquitaine,11/02/2020,11/02/2020,18/01/2022,HAGET,BT,Direct,,,COGENERATION A VAPEUR,,250.0,250.0,,En service,Enedis
TARTAT01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE TARTAS (THERMODYN),17W100P100P1697C,403130000,Tartas,CC du Pays Tarusate,Landes,Nouvelle-Aquitaine,01/01/1954,01/01/1954,31/12/2014,TARTA,63 kV,DIRECT,BOIS,,COGENERATION A VAPEUR,,8750.0,8750.0,1.0,En service,RTE
TARTAT03 - GROUPE 03 DE LA CENTRALE THERMIQUE DE TARTAS,17W000001017586T,403130000,Tartas,CC du Pays Tarusate,Landes,Nouvelle-Aquitaine,01/10/2020,05/01/2021,05/01/2021,TARTA,63 kV,DIRECT,BOIS,,COGENERATION A VAPEUR,,6000.0,6000.0,1.0,En service,RTE
TARTAT02 - GROUPE 02 DE LA CENTRALE THERMIQUE DE TARTAS (FINCANTIERI),17W100P100P16998,403130000,Tartas,CC du Pays Tarusate,Landes,Nouvelle-Aquitaine,01/01/1971,01/01/1971,31/12/2014,TARTA,63 kV,DIRECT,BOIS,,COGENERATION A VAPEUR,,18620.0,18620.0,1.0,En service,RTE
LES DERIVES RESINIQUES ET TERPENIQUES,17W000000056128B,403260000,Vielle-Saint-Girons,CC Côte Landes Nature,Landes,Nouvelle-Aquitaine,05/01/2016,05/01/2016,18/01/2021,LINXE,HTA,Direct,BOIS,,COGENERATION A VAPEUR,,15000.0,15000.0,,En service,Enedis
BIOMASS ENERGY SOLUTIONS VSG,17W0000004129065,,Vielle-Saint-Girons,CC Côte Landes Nature,Landes,Nouvelle-Aquitaine,01/04/2017,01/04/2017,19/01/2022,LINXE,HTA,Indirect,BOIS,,COGENERATION A VAPEUR,,1700.0,15000.0,,En service,Enedis
ARCANTE,17W0000000572282,410180801,Blois,"""CA de Blois """"Agglopolys""""""",Loir-et-Cher,Centre-Val de Loire,01/02/1999,01/02/1999,22/04/2022,POISA,HTA,Direct,DECHETS MENAGERS,,AUTRE,,5690.0,5690.0,,En service,Enedis
Confidentiel,17W000000049844D,410620000,Couddes,CC Val-de-Cher-Controis,Loir-et-Cher,Centre-Val de Loire,22/09/2011,22/09/2011,01/01/2020,SEIGY,BT,Direct,,,,,95.0,95.0,,En service,Enedis
Confidentiel,17W0000001541941,410780000,Épuisay,CA Territoires Vendômois,Loir-et-Cher,Centre-Val de Loire,19/10/2011,19/10/2011,15/11/2018,MONDO,BT,Direct,,,AUTRE,,243.0,243.0,,En service,Enedis
Confidentiel,17W000000054891N,411570000,Mur-de-Sologne,CC du Romorantinais et du Monestois,Loir-et-Cher,Centre-Val de Loire,21/05/2012,21/05/2012,27/09/2018,CONTR,BT,Direct,,,,,55.0,55.0,,En service,Enedis
METHASEC,17W000000930710M,411870000,Renay,CC du Perche et Haut Vendômois,Loir-et-Cher,Centre-Val de Loire,16/08/2019,16/08/2019,13/07/2021,MOISY,HTA,Direct,,,COGENERATION A COMBUSTION,,380.0,380.0,,En service,Enedis
Confidentiel,17W000000047099U,411870000,Renay,CC du Perche et Haut Vendômois,Loir-et-Cher,Centre-Val de Loire,22/07/2010,22/07/2010,24/01/2019,MOISY,BT,Direct,,,,,150.0,210.0,,En service,Enedis
Confidentiel,17W000000398152X,411980000,Saint-Aignan,CC Val-de-Cher-Controis,Loir-et-Cher,Centre-Val de Loire,19/06/2014,19/06/2014,01/06/2016,SEIGY,HTA,Indirect,,,TURBINE A COMBUSTION,,260.0,260.0,,En service,Enedis
CSDU DE VILLEHERVIERS,17W000000166122A,412820000,Villeherviers,CC du Romorantinais et du Monestois,Loir-et-Cher,Centre-Val de Loire,23/10/2009,23/10/2009,01/12/2017,ROMOR,HTA,Direct,,,COGENERATION A VAPEUR,,815.0,835.0,,En service,Enedis
Confidentiel,17W000000997407Q,420490000,Changy,CA Roannais Agglomération,Loire,Auvergne-Rhône-Alpes,09/12/2020,09/12/2020,05/07/2021,CHAN7,BT,Direct,,,COGENERATION A COMBUSTION,,249.0,250.0,,En service,Enedis
ACEAFR,17W000000962195L,421520000,Nandax,CC Charlieu-Belmont,Loire,Auvergne-Rhône-Alpes,04/03/2020,04/03/2020,06/07/2021,CHARL,BT,Direct,,,COGENERATION A COMBUSTION,,150.0,150.0,,En service,Enedis
Confidentiel,17W000000416662O,421890104,Roche-la-Molière,Saint-Etienne Métropole,Loire,Auvergne-Rhône-Alpes,03/08/2016,03/08/2016,19/10/2022,BEC,HTA,Direct,,,AUTRE,,4149.0,4149.0,,En service,Enedis
BIOVALE 2,17W000000150185M,421890104,Roche-la-Molière,Saint-Etienne Métropole,Loire,Auvergne-Rhône-Alpes,02/03/2010,02/03/2010,29/12/2022,BEC,HTA,Direct,,,MOTEUR A PISTON,,950.0,950.0,,En service,Enedis
BIOVALE 1,17W0000004253505,421890104,Roche-la-Molière,Saint-Etienne Métropole,Loire,Auvergne-Rhône-Alpes,01/02/2000,01/02/2000,29/12/2022,BEC,HTA,Direct,DECHETS MENAGERS,,MOTEUR A PISTON,,6755.0,6755.0,,En service,Enedis
METHA SERMAGES,17W0000000805287,,Saint-Cyr-les-Vignes,CC de Forez-Est,Loire,Auvergne-Rhône-Alpes,03/09/2015,03/09/2015,06/07/2021,MTRON,BT,Direct,,,COGENERATION A COMBUSTION,,249.0,249.0,,En service,Enedis
METHASAVIE,17W0000009804031,422640000,Saint-Médard-en-Forez,CC de Forez-Est,Loire,Auvergne-Rhône-Alpes,14/09/2020,14/09/2020,06/07/2021,CHAZ5,BT,Direct,,,COGENERATION A COMBUSTION,,80.0,80.0,,En service,Enedis
GAEC DE GRUMARD,17W0000004762713,,Saint-Thomas-la-Garde,CA Loire Forez Agglomération,Loire,Auvergne-Rhône-Alpes,03/07/2018,03/07/2018,07/07/2021,MOING,BT,Direct,,,COGENERATION A COMBUSTION,,104.0,104.0,,En service,Enedis
Confidentiel,17W0000014104499,423140000,La Tuilière,CC du Pays d'Urfé,Loire,Auvergne-Rhône-Alpes,03/08/2022,03/08/2022,03/08/2022,LENT5,BT,Direct,,,COGENERATION A COMBUSTION,,160.0,160.0,,En service,Enedis
Confidentiel,17W000000080217O,423280000,Verrières-en-Forez,CA Loire Forez Agglomération,Loire,Auvergne-Rhône-Alpes,16/12/2014,16/12/2014,06/07/2021,MOING,BT,Direct,,,COGENERATION A COMBUSTION,,247.0,247.0,,En service,Enedis
Confidentiel,17W000000421360M,430870000,Dunières,CC du Pays de Montfaucon,Haute-Loire,Auvergne-Rhône-Alpes,21/06/2011,21/06/2011,01/09/2019,DUNIE,HTA,Indirect,BOIS,,,,3300.0,3300.0,,En service,Enedis
METHA PRATCLAUX,17W0000009596991,431110000,Landos,CC des Pays de Cayres et de Pradelles,Haute-Loire,Auvergne-Rhône-Alpes,19/02/2020,19/02/2020,01/04/2022,LANG8,BT,Direct,,,COGENERATION A COMBUSTION,,236.0,236.0,,En service,Enedis
Confidentiel,17W000000914161L,431320000,Mazeyrat-d'Allier,CC des Rives du Haut Allier,Haute-Loire,Auvergne-Rhône-Alpes,18/04/2019,18/04/2019,01/04/2022,LANGE,BT,Direct,,,MOTEUR A PISTON,,156.0,156.0,,En service,Enedis
SARL METHANUVERT,17W000000961175W,431870000,Saint-Geneys-près-Saint-Paulien,CA du Puy-en-Velay,Haute-Loire,Auvergne-Rhône-Alpes,25/02/2020,25/02/2020,01/04/2022,BVUE,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
SJL ENERGIES,17W000000385698A,431980000,Saint-Jean-Lachalm,CC des Pays de Cayres et de Pradelles,Haute-Loire,Auvergne-Rhône-Alpes,02/03/2017,02/03/2017,04/04/2022,PRATC,BT,Direct,,,,,145.0,145.0,,En service,Enedis
Confidentiel,17W000000996771A,432160000,Saint-Paulien,CA du Puy-en-Velay,Haute-Loire,Auvergne-Rhône-Alpes,15/12/2020,15/12/2020,31/03/2022,BVUE,BT,Direct,,,COGENERATION A COMBUSTION,,119.0,119.0,,En service,Enedis
Confidentiel,17W0000004614133,432390000,Siaugues-Sainte-Marie,CC des Rives du Haut Allier,Haute-Loire,Auvergne-Rhône-Alpes,06/03/2018,06/03/2018,30/12/2020,PRATC,HTA,Direct,,,,,500.0,500.0,,En service,Enedis
Confidentiel,17W0000009815924,432640000,Villeneuve-d'Allier,CC des Rives du Haut Allier,Haute-Loire,Auvergne-Rhône-Alpes,02/09/2020,02/09/2020,03/05/2021,BRIOU,HTA,Indirect,,,,,400.0,400.0,,En service,Enedis
VALOMETHA NRJ,17W000001370335W,440310000,La Chapelle-Glain,CC Châteaubriant-Derval,Loire-Atlantique,Pays de la Loire,02/03/2022,02/03/2022,08/02/2022,CTAUB,HTA,Direct,,,COGENERATION A COMBUSTION,,265.0,265.0,,En service,Enedis
Confidentiel,17W000000042727F,440470302,Couëron,Nantes Métropole,Loire-Atlantique,Pays de la Loire,01/02/1999,01/02/1999,14/06/2022,CHABO,HTA,Direct,DECHETS MENAGERS,,AUTRE,,6300.0,6300.0,,En service,Enedis
Confidentiel,17W000000504106Q,440510000,Derval,CC Châteaubriant-Derval,Loire-Atlantique,Pays de la Loire,25/01/2019,25/01/2019,15/06/2022,DERVA,HTA,Direct,,,AUTRE,,550.0,550.0,,En service,Enedis
VALDIS ENERGIE,17W000000042258O,440750000,Issé,CC Châteaubriant-Derval,Loire-Atlantique,Pays de la Loire,22/05/2012,22/05/2012,15/06/2022,ISSE,HTA,Direct,,,AUTRE,,3201.0,3201.0,,En service,Enedis
Confidentiel,17W000001238839W,440870201,Machecoul-Saint-Même,CC Sud Retz Atlantique,Loire-Atlantique,Pays de la Loire,16/03/2021,16/03/2021,04/10/2021,MACHE,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
ALCEA,17W000000425169T,441091013,Nantes,Nantes Métropole,Loire-Atlantique,Pays de la Loire,18/05/2015,18/05/2015,15/06/2022,DOULO,HTA,Direct,DECHETS MENAGERS,,AUTRE,,1700.0,1700.0,,En service,Enedis
Confidentiel,17W0000009292111,441210000,Petit-Auverné,CC Châteaubriant-Derval,Loire-Atlantique,Pays de la Loire,05/06/2019,05/06/2019,27/07/2022,CTAUB,HTA,Direct,,,,,515.0,510.0,,En service,Enedis
Confidentiel,17W000000416373V,441570000,Saint-Étienne-de-Mer-Morte,CC Sud Retz Atlantique,Loire-Atlantique,Pays de la Loire,27/03/2015,27/03/2015,01/07/2015,MACHE,BT,Direct,,,,,190.0,190.0,,En service,Enedis
Confidentiel,17W0000000414063,441840133,Saint-Nazaire,CA de la Région Nazairienne et de l'Estuaire (CARENE),Loire-Atlantique,Pays de la Loire,27/04/2012,27/04/2012,03/07/2018,HEINL,BT,Direct,,,AUTRE,,110.0,110.0,,En service,Enedis
SOLOGNE BIOGAZ,17W000000411195H,451460000,La Ferté-Saint-Aubin,CC des Portes de Sologne,Loiret,Centre-Val de Loire,29/09/2014,29/09/2014,04/01/2021,ANGEL,HTA,Direct,,,,,800.0,800.0,,En service,Enedis
UIOM,17W000000049297G,451550302,Gien,CC Giennoises,Loiret,Centre-Val de Loire,01/02/2000,01/02/2000,10/11/2021,GIEN,HTA,Direct,DECHETS MENAGERS,,TURBINE A VAPEUR,,3700.0,3700.0,,En service,Enedis
Confidentiel,17W000000432688E,452342002,Orléans,Orléans Métropole,Loiret,Centre-Val de Loire,18/02/2013,18/02/2013,02/03/2022,SOUR5,HTA,Direct,BOIS,,TURBINE A VAPEUR,,7500.0,7000.0,,En service,Enedis
Confidentiel,17W000000417926B,452341001,Orléans,Orléans Métropole,Loiret,Centre-Val de Loire,02/09/2014,02/09/2014,01/03/2016,ORLEA,HTA,Indirect,BOIS,,,,12000.0,12000.0,,En service,Enedis
CVE DE PITHIVIERS,17W0000001489196,452520105,Pithiviers,CC du Pithiverais,Loiret,Centre-Val de Loire,06/11/2008,06/11/2008,24/04/2019,PITHI,HTA,Direct,DECHETS MENAGERS,,COGENERATION A VAPEUR,,4260.0,4260.0,,En service,Enedis
AGRI ENERGIE,17W0000000420268,452790000,Saint-Germain-des-Prés,"CC de la Cléry, du Betz et de l'Ouanne",Loiret,Centre-Val de Loire,15/12/2008,15/12/2008,12/10/2017,AMILL,BT,Direct,,,,,150.0,150.0,,En service,Enedis
Confidentiel,17W0000004176865,453020101,Saran,Orléans Métropole,Loiret,Centre-Val de Loire,01/11/1999,01/11/1999,04/01/2021,AYDES,HTA,Direct,DECHETS MENAGERS,,TURBINE A VAPEUR,,8462.0,6500.0,,En service,Enedis
Confidentiel,17W0000014345775,453390000,Villemoutiers,CC Canaux et Forêts en Gâtinais,Loiret,Centre-Val de Loire,30/09/2022,30/09/2022,30/09/2022,LORRI,HTA,Direct,,,COGENERATION A COMBUSTION,,377.0,377.0,,En service,Enedis
Confidentiel,17W0000013917333,460960000,Espeyroux,CC Grand-Figeac,Lot,Occitanie,15/06/2022,15/06/2022,15/06/2022,ASSIE,HTA,Direct,,,COGENERATION A COMBUSTION,,499.0,499.0,,En service,Enedis
HAUT-SEGALA BIOENERGIE,17W000001436108U,461250000,Gorses,CC Grand-Figeac,Lot,Occitanie,14/09/2022,14/09/2022,14/09/2022,ASSIE,HTA,Direct,,,COGENERATION A COMBUSTION,,499.0,499.0,,En service,Enedis
BIOQUERCY,17W000000440005Z,461280000,Gramat,CC Causses et Vallée de la Dordogne,Lot,Occitanie,15/11/2017,15/11/2017,24/01/2022,RIGNA,HTA,Direct,,,COGENERATION A COMBUSTION,,1800.0,1800.0,,En service,Enedis
Confidentiel,17W000001370689Y,461390000,Labathude,CC Grand-Figeac,Lot,Occitanie,02/02/2022,02/02/2022,08/08/2022,ASSIE,HTA,Direct,,,COGENERATION A COMBUSTION,,618.0,499.0,,En service,Enedis
