nominstallation,codeeicresourceobject,codeiris,commune,epci,departement,region,dateraccordement,datemiseenservice,datedebutversion,postesource,tensionraccordement,moderaccordement,combustible,combustiblessecondaires,technologie,typestockage,puismaxinstallee,puismaxrac,nbgroupes,regime,gestionnaire
Confidentiel,17W000000980991W,503870000,Orglandes,CA du Cotentin,Manche,Normandie,14/09/2020,14/09/2020,14/09/2020,HUBER,BT,Direct,,,COGENERATION A COMBUSTION,,200.0,200.0,,En service,Enedis
Confidentiel,17W000000434402B,503930000,Percy-en-Normandie,CC de Villedieu Intercom,Manche,Normandie,29/12/2017,29/12/2017,29/12/2017,VLEDI,BT,Direct,,,AUTRE,,80.0,80.0,,En service,Enedis
Confidentiel,17W000000973954T,504000000,Picauville,CC de la Baie du Cotentin,Manche,Normandie,21/07/2020,21/07/2020,21/07/2020,HUBER,BT,Direct,,,COGENERATION A COMBUSTION,,210.0,210.0,,En service,Enedis
Confidentiel,17W000001010513H,504010000,Pierreville,CA du Cotentin,Manche,Normandie,12/01/2021,12/01/2021,01/06/2022,TOLME,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
Confidentiel,17W000000163638R,504250000,Rauville-la-Bigot,CA du Cotentin,Manche,Normandie,19/08/2016,19/08/2016,01/05/2017,TOLME,BT,Direct,,,AUTRE,,44.0,44.0,,En service,Enedis
EARL LA TURMELIERE,17W0000000506006,504480000,Saint-Aubin-de-Terregatte,CA Mont-Saint-Michel-Normandie,Manche,Normandie,04/09/2012,04/09/2012,16/04/2019,LAIRO,HTA,Direct,,,AUTRE,,250.0,250.0,,En service,Enedis
GAEC DE LA DENOLAIS,17W0000004767778,504870000,Saint-James,CA Mont-Saint-Michel-Normandie,Manche,Normandie,09/08/2018,09/08/2018,23/06/2021,BOUCE,BT,Direct,,,COGENERATION A COMBUSTION,,43.5,43.0,,En service,Enedis
Confidentiel,17W000000968979V,504920000,Saint-Jean-d'Elle,CA Saint-Lô Agglo,Manche,Normandie,05/06/2020,05/06/2020,15/12/2022,MESNI,HTA,Direct,,,AUTRE,,356.0,356.0,,En service,Enedis
Confidentiel,17W0000009154177,505250000,Saint-Michel-de-Montjoie,CA Mont-Saint-Michel-Normandie,Manche,Normandie,23/04/2019,23/04/2019,23/06/2021,MORTA,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
Confidentiel,17W000001457498B,,Saint-Michel-de-Montjoie,CA Mont-Saint-Michel-Normandie,Manche,Normandie,22/12/2022,22/12/2022,22/12/2022,MORTA,BT,Direct,,,COGENERATION A COMBUSTION,,51.8,43.5,,En service,Enedis
Confidentiel,17W000001712812M,,Saint-Michel-de-Montjoie,CA Mont-Saint-Michel-Normandie,Manche,Normandie,28/12/2022,28/12/2022,28/12/2022,MORTA,BT,Direct,,,COGENERATION A COMBUSTION,,44.0,43.5,,En service,Enedis
Confidentiel,17W000000057329X,505500000,Saint-Sauveur-Villages,CC Coutances Mer et Bocage,Manche,Normandie,19/05/2016,19/05/2016,19/05/2016,COUTA,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
Confidentiel,17W000000981716C,505510000,Saint-Sauveur-le-Vicomte,CA du Cotentin,Manche,Normandie,01/09/2020,01/09/2020,01/09/2020,H.PUI,BT,Direct,,,COGENERATION A COMBUSTION,,100.0,100.0,,En service,Enedis
Confidentiel,17W000000987999I,505910000,Le Teilleul,CA Mont-Saint-Michel-Normandie,Manche,Normandie,01/10/2020,01/10/2020,21/04/2021,MORTA,HTA,Direct,BOIS,,AUTRE,,1320.0,1320.0,,En service,Enedis
CLS ENERGIE,17W000001010576U,505910000,Le Teilleul,CA Mont-Saint-Michel-Normandie,Manche,Normandie,07/10/2020,07/10/2020,23/06/2022,MORTA,BT,Direct,,,COGENERATION A COMBUSTION,,200.0,200.0,,En service,Enedis
Confidentiel,17W000001402531K,506260000,Ver,CC Coutances Mer et Bocage,Manche,Normandie,29/07/2022,29/07/2022,30/07/2022,VLEDI,BT,Direct,,,COGENERATION A COMBUSTION,,43.5,43.5,,En service,Enedis
GAEC DE LA BASFEUILLE,17W0000013135447,506480000,Yvetot-Bocage,CA du Cotentin,Manche,Normandie,04/05/2021,04/05/2021,06/07/2022,HUBER,BT,Direct,,,,,123.0,120.0,,En service,Enedis
ARVA ENERGIES,17W000000490849R,510270000,Auve,CC de l'Argonne Champenoise,Marne,Grand Est,02/10/2018,02/10/2018,02/11/2022,MAUPA,HTA,Direct,,,,,499.0,499.0,,En service,Enedis
SCEA PORCYNERGIE,17W000000431434D,510650000,Blacy,"CC de Vitry, Champagne et Der",Marne,Grand Est,27/04/2015,27/04/2015,18/10/2022,MAROL,HTA,Direct,,,AUTRE,,243.0,243.0,,En service,Enedis
Confidentiel,17W000000044440P,511550000,Clesles,CC de Sézanne-Sud Ouest Marnais,Marne,Grand Est,13/11/2014,13/11/2014,18/10/2022,ROMIL,HTA,Direct,,,TURBINE A COMBUSTION,,190.0,190.0,,En service,Enedis
Confidentiel,17W000001713502W,512440000,Faux-Vésigneul,CC de la Moivre à la Coole,Marne,Grand Est,10/12/2019,10/12/2019,10/12/2019,COMPE,HTA,Direct,,,COGENERATION A COMBUSTION,,499.0,499.0,,En service,Enedis
TERRENERGY,17W000000957558T,512440000,Faux-Vésigneul,CC de la Moivre à la Coole,Marne,Grand Est,10/12/2019,10/12/2019,17/10/2022,COMPE,HTA,Indirect,,,,,499.0,499.0,,En service,Enedis
CHAMPARGONNE BIOGAZ,17W000000418983V,514040000,Noirlieu,CC de l'Argonne Champenoise,Marne,Grand Est,15/06/2015,15/06/2015,20/10/2022,MAUPA,HTA,Direct,,,COGENERATION A COMBUSTION,,3154.0,3154.0,,En service,Enedis
FICAP - Site Hébergeur,17W000001375315D,514390000,Pomacle,CU du Grand Reims,Marne,Grand Est,14/04/2022,14/04/2022,05/10/2022,BAZAN,HTA,Direct,BOIS,,,,11055.0,,,En service,Enedis
COGECAB,17W000001383980J,,Pomacle,CU du Grand Reims,Marne,Grand Est,06/04/2022,06/04/2022,05/10/2022,BAZAN,HTA,Direct,BOIS,,COGENERATION A VAPEUR,,11055.0,11055.0,,En service,Enedis
REMIVAL,17W0000009110184,514544401,Reims,CU du Grand Reims,Marne,Grand Est,26/02/2019,26/02/2019,18/10/2022,NOUET,HTA,Direct,DECHETS MENAGERS,,COGENERATION A COMBUSTION,,1900.0,1900.0,,En service,Enedis
Confidentiel,17W000000461302C,515150000,Saint-Remy-sur-Bussy,CC de la Région de Suippes,Marne,Grand Est,20/02/2018,20/02/2018,18/10/2022,SUIPP,HTA,Direct,,,AUTRE,,540.0,540.0,,En service,Enedis
Confidentiel,17W0000017134937,515150000,Saint-Remy-sur-Bussy,CC de la Région de Suippes,Marne,Grand Est,20/02/2018,20/02/2018,20/02/2018,SUIPP,HTA,Direct,,,AUTRE,,380.0,380.0,,En service,Enedis
AQUAPROD,17W000000476467N,515330000,Servon-Melzicourt,CC de l'Argonne Champenoise,Marne,Grand Est,20/06/2018,20/06/2018,20/06/2018,FLEVI,BT,Direct,,,COGENERATION A COMBUSTION,,195.0,195.0,,En service,Enedis
Confidentiel,17W000000046229B,515330000,Servon-Melzicourt,CC de l'Argonne Champenoise,Marne,Grand Est,07/03/2012,07/03/2012,04/10/2018,FLEVI,BT,Direct,,,AUTRE,,250.0,250.0,,En service,Enedis
METHAGAZ,17W0000000608813,515990000,Vaudemange,CU du Grand Reims,Marne,Grand Est,03/09/2014,03/09/2014,29/11/2018,S.SAU,BT,Direct,,,TURBINE A COMBUSTION,,191.0,191.0,,En service,Enedis
U.I.O.M. AUREADE,17W000000049995T,516170000,La Veuve,CA de Châlons-en-Champagne,Marne,Grand Est,08/02/2006,08/02/2006,18/10/2022,RECY,HTA,Direct,DECHETS MENAGERS,,AUTRE,,7200.0,7200.0,,En service,Enedis
Confidentiel,17W000000949261B,516390000,La Ville-sous-Orbais,CC des Paysages de la Champagne,Marne,Grand Est,06/11/2019,06/11/2019,03/11/2022,MTMIR,HTA,Indirect,,,,,586.0,585.0,,En service,Enedis
Confidentiel,17W000000461191W,516410000,Villevenard,CC des Paysages de la Champagne,Marne,Grand Est,15/03/2018,15/03/2018,20/09/2022,F.CHA,HTA,Direct,BOIS,,AUTRE,,360.0,360.0,,En service,Enedis
METHAFET,17W000000498947O,520080000,Andelot-Blancheville,CC Meuse Rognon,Haute-Marne,Grand Est,11/12/2018,11/12/2018,29/12/2022,VESAI,HTA,Direct,,,AUTRE,,124.0,383.4,,En service,Enedis
Confidentiel,17W000001713503U,520250000,Audeloncourt,CC Meuse Rognon,Haute-Marne,Grand Est,20/09/2018,20/09/2018,20/09/2018,M.ROI,HTA,Direct,,,COGENERATION A COMBUSTION,,499.0,499.0,,En service,Enedis
GAEC DE DARDU,17W000000494852I,520250000,Audeloncourt,CC Meuse Rognon,Haute-Marne,Grand Est,20/09/2018,20/09/2018,02/11/2022,M.ROI,HTA,Direct,,,,,500.0,499.0,,En service,Enedis
confidentiel,17W0000009224825,520430000,Belmont,CC des Savoir-Faire,Haute-Marne,Grand Est,18/12/2018,18/12/2018,29/07/2022,V.MAN,BT,Direct,,,AUTRE,,160.0,,,En service,SICAE Est
SCEA DE MEUDRY,17W000000957613A,520650000,Bouzancourt,CC du Bassin de Joinville en Champagne,Haute-Marne,Grand Est,15/01/2020,15/01/2020,18/10/2022,FRONC,HTA,Direct,,,,,483.0,483.0,,En service,Enedis
BMG ENERGY,17W0000013137512,520660000,Brachay,CC du Bassin de Joinville en Champagne,Haute-Marne,Grand Est,28/06/2021,28/06/2021,30/12/2022,BROUS,HTA,Direct,,,COGENERATION A COMBUSTION,,550.0,332.0,,En service,Enedis
ENERGIZE,17W000000988037Y,520670000,Brainville-sur-Meuse,CC Meuse Rognon,Haute-Marne,Grand Est,19/10/2020,19/10/2020,10/10/2022,,HTA,Direct,,,COGENERATION A COMBUSTION,,499.0,499.0,,En service,Enedis
Confidentiel,17W000000461368J,520740000,Breuvannes-en-Bassigny,CC Meuse Rognon,Haute-Marne,Grand Est,01/05/2018,01/05/2018,30/11/2022,M.ROI,HTA,Direct,,,,,485.0,485.0,,En service,Enedis
CMV BIOGAZ,17W0000004205675,520920000,Chalancey,CC d'Auberive Vingeanne et Montsaugeonnais,Haute-Marne,Grand Est,23/09/2015,23/09/2015,18/10/2022,PRAUT,HTA,Direct,,,AUTRE,,1480.0,1480.0,,En service,Enedis
confidentiel,17W0000014009623,521030000,Champigny-sous-Varennes,CC des Savoir-Faire,Haute-Marne,Grand Est,26/01/2022,26/01/2022,26/01/2022,V.MAN,BT,Direct,,,AUTRE,,200.0,,,En service,SICAE Est
S.H.M.V.D.,17W000000413948L,521210104,Chaumont,CA de Chaumont,Haute-Marne,Grand Est,01/03/2003,01/03/2003,18/10/2022,CXMO5,HTA,Direct,DECHETS MENAGERS,,AUTRE,,4600.0,4600.0,,En service,Enedis
Confidentiel,17W000000981414S,521850000,Enfonvelle,CC des Savoir-Faire,Haute-Marne,Grand Est,21/09/2020,21/09/2020,14/12/2022,BZBON,HTA,Direct,,,COGENERATION A COMBUSTION,,407.0,407.0,,En service,Enedis
PROD-BIOGAZ-PDR-SARL NOVALAIT 50KVA,17W0000017134961,522270000,Graffigny-Chemin,CC Meuse Rognon,Haute-Marne,Grand Est,27/11/2018,27/11/2018,27/11/2018,VESAI,BT,Direct,,,COGENERATION A COMBUSTION,,50.0,50.0,,En service,Enedis
NOVALAIT,17W000000496047X,522270000,Graffigny-Chemin,CC Meuse Rognon,Haute-Marne,Grand Est,27/11/2018,27/11/2018,10/03/2022,VESAI,BT,Direct,,,COGENERATION A COMBUSTION,,64.0,64.0,,En service,Enedis
GAEC DE L ECLUSE,17W000000423972I,522340000,Hâcourt,CC Meuse Rognon,Haute-Marne,Grand Est,24/02/2016,24/02/2016,01/08/2019,M.ROI,BT,Direct,,,AUTRE,,250.0,250.0,,En service,Enedis
METHANOBOIS,17W000000398866V,523100000,Marbéville,CA de Chaumont,Haute-Marne,Grand Est,23/03/2016,23/03/2016,19/05/2021,FRONC,BT,Direct,,,AUTRE,,210.0,210.0,,En service,Enedis
METHA SOURCE,17W000000964027W,523520000,Ninville,CA de Chaumont,Haute-Marne,Grand Est,08/04/2020,08/04/2020,31/10/2022,M.ROI,HTA,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
confidentiel,17W000000935924F,524380000,Rougeux,CC des Savoir-Faire,Haute-Marne,Grand Est,02/07/2019,02/07/2019,29/07/2022,V.MAN,BT,Direct,,,AUTRE,,250.0,,,En service,SICAE Est
Confidentiel,17W000000926362W,524530000,Saint-Maurice,CC du Grand Langres,Haute-Marne,Grand Est,24/07/2019,24/07/2019,30/11/2022,C.LAN,HTA,Indirect,,,,,333.0,,,En service,Enedis
Confidentiel,17W000000928537D,524820000,Soulaucourt-sur-Mouzon,CC Meuse Rognon,Haute-Marne,Grand Est,04/06/2019,04/06/2019,18/10/2022,VESAI,HTA,Direct,,,,,416.0,416.0,,En service,Enedis
GAEC DE LA LOSNE,17W000000965361F,525150000,Verseilles-le-Bas,CC d'Auberive Vingeanne et Montsaugeonnais,Haute-Marne,Grand Est,11/05/2020,11/05/2020,21/01/2022,C.LAN,BT,Direct,,,COGENERATION A COMBUSTION,,100.0,100.0,,En service,Enedis
EARL DE LA HAMELINIERE,17W000000151561F,530340000,Bonchamp-lès-Laval,CA Laval Agglomération,Mayenne,Pays de la Loire,23/10/2012,23/10/2012,01/04/2016,THEVA,BT,Direct,,,,,56.0,56.0,,En service,Enedis
SECHE-ECO-INDUSTRIES,17W000000151965S,530540101,Changé,CA Laval Agglomération,Mayenne,Pays de la Loire,12/12/2008,12/12/2008,15/06/2022,CHANG,HTA,Direct,,,,,8400.0,9000.0,,En service,Enedis
AGRIMAINE METHANISATION,17W000000932908S,530610000,Charchigné,CC Mayenne Communauté,Mayenne,Pays de la Loire,03/09/2019,03/09/2019,16/06/2022,LASSA,HTA,Direct,,,AUTRE,,3646.0,3646.0,,En service,Enedis
Confidentiel,17W000001031258R,530620201,Château-Gontier-sur-Mayenne,CC du Pays de Château-Gontier,Mayenne,Pays de la Loire,15/04/2021,15/04/2021,15/04/2021,C.GON,BT,Direct,,,COGENERATION A COMBUSTION,,160.0,160.0,,En service,Enedis
Confidentiel,17W000000460684E,530620201,Château-Gontier-sur-Mayenne,CC du Pays de Château-Gontier,Mayenne,Pays de la Loire,14/11/2017,14/11/2017,15/06/2022,C.GON,HTA,Direct,,,AUTRE,,1234.0,1234.0,,En service,Enedis
GAEC ROUSSELAIE,17W0000009156242,530790000,Couesmes-Vaucé,CC du Bocage Mayennais,Mayenne,Pays de la Loire,23/05/2019,23/05/2019,01/08/2019,GORRO,BT,Direct,,,,,250.0,250.0,,En service,Enedis
SARL FERTIWATT,17W0000004199245,531000000,Fougerolles-du-Plessis,CC du Bocage Mayennais,Mayenne,Pays de la Loire,12/07/2016,12/07/2016,15/06/2022,EPIN6,HTA,Direct,,,,,585.0,585.0,,En service,Enedis
Confidentiel,17W0000014346925,531240000,Prée-d'Anjou,CC du Pays de Château-Gontier,Mayenne,Pays de la Loire,13/09/2022,13/09/2022,26/10/2022,CRAON,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,247.2,,En service,Enedis
Confidentiel,17W000000419049P,531300110,Laval,CA Laval Agglomération,Mayenne,Pays de la Loire,08/06/2012,08/06/2012,21/09/2022,LAVAL,BT,Direct,,,AUTRE,,250.0,250.0,,En service,Enedis
Confidentiel,17W000000413604G,,Saint-Berthevin,CA Laval Agglomération,Mayenne,Pays de la Loire,25/06/2012,25/06/2012,19/04/2022,CHANG,BT,Direct,,,TURBINE A COMBUSTION,,150.0,210.0,,En service,Enedis
Confidentiel,17W0000001666918,532160000,Saint-Fraimbault-de-Prières,CC Mayenne Communauté,Mayenne,Pays de la Loire,24/08/2011,24/08/2011,15/06/2022,MAYEN,HTA,Direct,,,TURBINE A VAPEUR,,1415.0,1365.0,,En service,Enedis
Confidentiel,17W000001359813Q,532450000,Saint-Pierre-des-Landes,CC de l'Ernée,Mayenne,Pays de la Loire,19/01/2022,19/01/2022,19/01/2022,ERNEE,BT,Direct,,,COGENERATION A COMBUSTION,,195.0,195.0,,En service,Enedis
Confidentiel,17W000000963821H,532470000,Saint-Pierre-la-Cour,CA Laval Agglomération,Mayenne,Pays de la Loire,22/04/2020,22/04/2020,23/09/2020,CROQU,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
TORGAZ,17W000001402363F,532650000,Torcé-Viviers-en-Charnie,CC des Coëvrons,Mayenne,Pays de la Loire,18/07/2022,18/07/2022,07/09/2022,EVRO2,HTA,Direct,,,MOTEUR A PISTON,,250.0,249.0,,En service,Enedis
Confidentiel,17W000000949783I,,Vaiges,CC des Coëvrons,Mayenne,Pays de la Loire,02/12/2019,02/12/2019,01/12/2022,EVRO2,BT,Direct,,,,,250.0,250.0,,En service,Enedis
Confidentiel,17W0000017134953,540130000,Amenoncourt,CC de Vezouze en Piémont,Meurthe-et-Moselle,Grand Est,11/10/2018,11/10/2018,11/10/2018,CIREY,HTA,Direct,,,COGENERATION A COMBUSTION,,500.0,500.0,,En service,Enedis
METHAENERGIE,17W000000492768H,540130000,Amenoncourt,CC de Vezouze en Piémont,Meurthe-et-Moselle,Grand Est,11/10/2018,11/10/2018,17/10/2022,CIREY,HTA,Direct,,,COGENERATION A COMBUSTION,,500.0,500.0,,En service,Enedis
EPIDORENERGIE,17W0000010169316,540300000,Autrepierre,CC de Vezouze en Piémont,Meurthe-et-Moselle,Grand Est,17/11/2020,17/11/2020,10/10/2022,CIREY,HTA,Direct,,,COGENERATION A COMBUSTION,,299.0,299.0,,En service,Enedis
Confidentiel,17W000000153460B,540400000,Badonviller,CC de Vezouze en Piémont,Meurthe-et-Moselle,Grand Est,04/06/2013,04/06/2013,17/05/2021,CIREY,BT,Direct,,,AUTRE,,200.0,200.0,,En service,Enedis
Confidentiel,17W0000009631404,540440000,Barbas,CC de Vezouze en Piémont,Meurthe-et-Moselle,Grand Est,03/03/2020,03/03/2020,03/03/2020,CIREY,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
Confidentiel,17W000000387832M,540440000,Barbas,CC de Vezouze en Piémont,Meurthe-et-Moselle,Grand Est,11/07/2017,11/07/2017,05/10/2022,CIREY,HTA,Direct,,,COGENERATION A COMBUSTION,,499.0,499.0,,En service,Enedis
Confidentiel,17W0000001566103,540570000,Beaumont,CC Mad et Moselle,Meurthe-et-Moselle,Grand Est,17/01/2017,17/01/2017,17/10/2022,VANDI,HTA,Direct,,,AUTRE,,500.0,500.0,,En service,Enedis
METHASEILLE,17W000000961575G,540590000,Belleau,CC de Seille et Grand Couronné,Meurthe-et-Moselle,Grand Est,24/02/2020,24/02/2020,18/10/2022,MILLE,HTA,Direct,,,,,499.0,499.0,,En service,Enedis
Confidentiel,17W000000424465U,540880000,Bouvron,CC Terres Touloises,Meurthe-et-Moselle,Grand Est,25/02/2014,25/02/2014,18/10/2022,CHOLO,HTA,Direct,,,,,750.0,750.0,,En service,Enedis
Confidentiel,17W000000396715P,,Conflans-en-Jarnisy,CC Orne Lorraine Confluences,Meurthe-et-Moselle,Grand Est,28/11/2008,28/11/2008,05/10/2022,MOULI,HTA,Direct,,,AUTRE,,1971.0,716.0,,En service,Enedis
JARDINETS NRJ,17W000000500635J,541730000,Drouville,CC du Pays du Sanon,Meurthe-et-Moselle,Grand Est,17/12/2018,17/12/2018,22/07/2019,VARAN,BT,DIRECT,,,AUTRE,,211.0,211.0,,En service,Enedis
Confidentiel,17W000000978309X,542300000,Gogney,CC de Vezouze en Piémont,Meurthe-et-Moselle,Grand Est,12/08/2020,12/08/2020,17/10/2022,R.CH5,HTA,Direct,,,COGENERATION A COMBUSTION,,499.0,499.0,,En service,Enedis
Confidentiel,17W000000957718X,542310000,Gondrecourt-Aix,CC Orne Lorraine Confluences,Meurthe-et-Moselle,Grand Est,20/11/2019,20/11/2019,17/10/2022,LANDR,HTA,Direct,,,,,500.0,499.0,,En service,Enedis
Confidentiel,17W000000439939H,542440000,Hagéville,CC Mad et Moselle,Meurthe-et-Moselle,Grand Est,15/12/2017,15/12/2017,18/10/2022,VANDI,HTA,Direct,,,,,1540.0,1540.0,,En service,Enedis
Confidentiel,17W000000053151V,542960000,Laneuvelotte,CC de Seille et Grand Couronné,Meurthe-et-Moselle,Grand Est,29/08/2013,29/08/2013,20/09/2018,ESSEY,BT,Direct,,,AUTRE,,45.0,37.0,,En service,Enedis
NOVACARB,17W0000014347719,543000000,Laneuveville-devant-Nancy,Métropole du Grand Nancy,Meurthe-et-Moselle,Grand Est,31/10/1994,31/10/1994,30/11/2022,LANEU,HTA,Direct,BOIS,,TURBINE A VAPEUR,,14600.0,,,En service,Enedis
Confidentiel,17W000000414144J,543120000,Lesménils,CC du Bassin de Pont-à-Mousson,Meurthe-et-Moselle,Grand Est,23/01/2014,23/01/2014,17/05/2021,VANDI,BT,Direct,,,AUTRE,,65.0,65.0,,En service,Enedis
Confidentiel,17W000001457752N,543280103,Ludres,Métropole du Grand Nancy,Meurthe-et-Moselle,Grand Est,19/01/2021,19/01/2021,19/01/2021,LUDRE,HTA,Direct,DECHETS MENAGERS,,,,5300.0,5300.0,,En service,Enedis
Confidentiel,17W000000461264V,543290103,Lunéville,CC du Territoire de Lunéville à Baccarat,Meurthe-et-Moselle,Grand Est,20/03/2018,20/03/2018,18/10/2022,HERIM,HTA,Direct,,,,,47.0,47.0,,En service,Enedis
SAS-METHAMONTREUIL,17W0000009637619,543590000,Méhoncourt,CC Meurthe Mortagne Moselle,Meurthe-et-Moselle,Grand Est,04/02/2020,04/02/2020,04/02/2020,BAYON,BT,Direct,,,COGENERATION A COMBUSTION,,160.0,160.0,,En service,Enedis
Confidentiel,17W000000964046S,543650000,Merviller,CC du Territoire de Lunéville à Baccarat,Meurthe-et-Moselle,Grand Est,15/04/2020,15/04/2020,22/06/2021,GLONV,BT,Indirect,,,,,250.0,250.0,,En service,Enedis
Confidentiel,17W000000044430S,543680000,Mignéville,CC de Vezouze en Piémont,Meurthe-et-Moselle,Grand Est,17/12/2009,17/12/2009,30/11/2022,GLONV,HTA,Direct,,,AUTRE,,603.0,430.0,,En service,Enedis
CSDU DE LESMENILS,17W000000149083S,543900000,Mousson,CC du Bassin de Pont-à-Mousson,Meurthe-et-Moselle,Grand Est,10/12/2007,10/12/2007,27/06/2022,VANDI,HTA,Direct,,,AUTRE,,920.0,970.0,,En service,Enedis
Confidentiel,17W000001017217N,544010000,Nonhigny,CC de Vezouze en Piémont,Meurthe-et-Moselle,Grand Est,03/03/2021,03/03/2021,03/03/2021,CIREY,BT,Direct,,,,,250.0,250.0,,En service,Enedis
Confidentiel,17W0000004612254,544040000,Noviant-aux-Prés,CC Terres Touloises,Meurthe-et-Moselle,Grand Est,15/12/2017,15/12/2017,18/10/2022,MILLE,HTA,Direct,,,,,1540.0,1540.0,,En service,Enedis
Confidentiel,17W000001713490D,544040000,Noviant-aux-Prés,CC Terres Touloises,Meurthe-et-Moselle,Grand Est,22/02/2018,22/02/2018,22/02/2018,MILLE,HTA,Direct,,,,,1170.0,1170.0,,En service,Enedis
Confidentiel,17W000001360320E,544090000,Omelmont,CC du Pays du Saintois,Meurthe-et-Moselle,Grand Est,23/08/2021,23/08/2021,23/08/2021,QUEVI,BT,Direct,,,,,250.0,250.0,,En service,Enedis
Confidentiel,17W0000004164138,544360000,Preutin-Higny,CC Coeur du Pays Haut,Meurthe-et-Moselle,Grand Est,29/11/2013,29/11/2013,01/07/2015,LANDR,BT,Direct,,,AUTRE,,250.0,250.0,,En service,Enedis
Confidentiel,17W0000000805724,544670000,Rozelieures,CC Meurthe Mortagne Moselle,Meurthe-et-Moselle,Grand Est,12/11/2014,12/11/2014,17/05/2021,BAYON,BT,Direct,,,AUTRE,,200.0,200.0,,En service,Enedis
Confidentiel,17W000000090583U,544890000,Saint-Supplet,CC Terre Lorraine du Longuyonnais,Meurthe-et-Moselle,Grand Est,12/02/2015,12/02/2015,17/05/2021,LANDR,BT,Direct,,,TURBINE A COMBUSTION,,190.0,190.0,,En service,Enedis
Confidentiel,17W000000981555A,545320000,Tremblecourt,CC Terres Touloises,Meurthe-et-Moselle,Grand Est,09/09/2020,09/09/2020,05/10/2022,MILLE,HTA,Direct,,,COGENERATION A COMBUSTION,,499.0,499.0,,En service,Enedis
AGRI SANTOLINES,17W000001017452D,545560000,Vého,CC de Vezouze en Piémont,Meurthe-et-Moselle,Grand Est,15/12/2020,15/12/2020,17/10/2022,CIREY,HTA,Indirect,,,COGENERATION A COMBUSTION,,420.0,510.0,,En service,Enedis
Confidentiel,17W0000003805113,550020000,Abaucourt-Hautecourt,CC du Pays d'Étain,Meuse,Grand Est,19/10/2016,19/10/2016,10/03/2021,ETAI5,BT,Direct,,,,,250.0,250.0,,En service,Enedis
Confidentiel,17W0000010107309,550630000,Bouligny,CC Coeur du Pays Haut,Meuse,Grand Est,02/02/2021,02/02/2021,04/11/2022,LANDR,HTA,Direct,,,COGENERATION A COMBUSTION,,490.0,490.0,,En service,Enedis
Confidentiel,17W000000978441X,551280000,Courcelles-sur-Aire,CC de l'Aire à l'Argonne,Meuse,Grand Est,13/08/2020,13/08/2020,13/08/2020,BXZEE,BT,Direct,BOIS,,COGENERATION A VAPEUR,,250.0,250.0,,En service,Enedis
SARL AGRI-METH55,17W000001010313P,551410000,Dagonville,CC de Commercy - Void - Vaucouleurs,Meuse,Grand Est,02/02/2021,02/02/2021,11/07/2022,SSMIH,BT,Direct,,,,,250.0,250.0,,En service,Enedis
Confidentiel,17W0000013838034,551840000,Euville,CC de Commercy - Void - Vaucouleurs,Meuse,Grand Est,09/03/2022,09/03/2022,17/10/2022,VOID_,HTA,Direct,,,COGENERATION A COMBUSTION,,370.0,250.0,,En service,Enedis
Confidentiel,17W0000009163508,552100000,Gimécourt,CC de l'Aire à l'Argonne,Meuse,Grand Est,09/04/2019,09/04/2019,09/04/2019,SSMIH,BT,Direct,,,COGENERATION A COMBUSTION,,250.0,250.0,,En service,Enedis
HERMETHA,17W0000009805791,552440000,Herméville-en-Woëvre,CC du Pays d'Étain,Meuse,Grand Est,21/09/2020,21/09/2020,10/10/2022,ETAI5,HTA,Direct,,,,,499.0,499.0,,En service,Enedis
SARL ENERGIA 55,17W000000067582F,552580000,Geville,CC Côtes de Meuse Woëvre,Meuse,Grand Est,16/01/2015,16/01/2015,05/10/2022,VOID_,HTA,Direct,,,AUTRE,,637.0,637.0,,En service,Enedis
Confidentiel,17W000000429576X,552970000,Lissey,CC de Damvillers Spincourt,Meuse,Grand Est,25/04/2013,25/04/2013,29/09/2022,SOMBU,BT,Direct,,,AUTRE,,200.0,200.0,,En service,Enedis
Confidentiel,17W0000009548098,553290000,Mécrin,CC de Commercy - Void - Vaucouleurs,Meuse,Grand Est,10/12/2019,10/12/2019,17/10/2022,SSMIH,HTA,Direct,,,COGENERATION A COMBUSTION,,450.0,450.0,,En service,Enedis
Confidentiel,17W000000049638G,553880000,Noyers-Auzécourt,CC du Pays de Revigny-sur-Ornain,Meuse,Grand Est,18/07/2012,18/07/2012,17/05/2021,REVIG,BT,Direct,,,AUTRE,,190.0,190.0,,En service,Enedis
SARL CDE AGRI,17W000001359853E,554340000,Rigny-Saint-Martin,CC de Commercy - Void - Vaucouleurs,Meuse,Grand Est,01/10/2020,01/10/2020,05/10/2022,VOID_,HTA,Indirect,,,COGENERATION A VAPEUR,,499.0,499.0,,En service,Enedis
