nominstallation,codeeicresourceobject,codeiris,commune,epci,departement,region,dateraccordement,datemiseenservice,datedebutversion,postesource,tensionraccordement,moderaccordement,combustible,combustiblessecondaires,technologie,typestockage,puismaxinstallee,puismaxraccharge,puismaxcharge,puismaxrac,puismaxinstalleedischarge,nbgroupes,regime,energiestockable,gestionnaire
Confidentiel,17W000000416819H,740101003,Annecy,CA du Grand Annecy,Haute-Savoie,Auvergne-Rhône-Alpes,11/02/2015,11/02/2015,01/01/2019,CRAN,HTA,Direct,GAZ,,MOTEUR A PISTON,,3884.0,,,3884.0,,,En service,0.0,Enedis
EDEN,17W0000013221696,,Annecy,CA du Grand Annecy,Haute-Savoie,Auvergne-Rhône-Alpes,28/09/2021,28/09/2021,25/03/2022,,BT,Direct,GAZ,,COGENERATION A COMBUSTION,,50.0,,,50.0,,,En service,0.0,Enedis
Confidentiel,17W0000000525926,740120401,Annemasse,CA Annemasse-Les Voirons-Agglomération,Haute-Savoie,Auvergne-Rhône-Alpes,01/11/2016,01/11/2016,29/12/2022,ANNEM,HTA,Direct,GAZ,,,,2682.0,,,2682.0,,,En service,0.0,Enedis
Confidentiel,17W000000415458S,740120402,Annemasse,CA Annemasse-Les Voirons-Agglomération,Haute-Savoie,Auvergne-Rhône-Alpes,13/01/2004,13/01/2004,29/04/2022,ANNEM,HTA,Direct,GAZ,,,,1560.0,,,1560.0,,,En service,0.0,Enedis
COGENERATION DE FLAINE,17W0000003960198,740140000,Arâches-la-Frasse,CC Cluses-Arve et Montagnes,Haute-Savoie,Auvergne-Rhône-Alpes,13/11/2015,13/11/2015,19/04/2022,ARACH,HTA,Direct,GAZ,,,,2007.0,,,2007.0,,,En service,0.0,Enedis
Confidentiel,17W0000000610407,742180000,Publier,CC Pays d'Évian Vallée d'Abondance,Haute-Savoie,Auvergne-Rhône-Alpes,07/01/2010,07/01/2010,01/01/2019,PUBLI,HTA,Direct,GAZ,,AUTRE,,7752.0,,,7752.0,,,En service,0.0,Enedis
Confidentiel,17W000000415673O,742180000,Publier,CC Pays d'Évian Vallée d'Abondance,Haute-Savoie,Auvergne-Rhône-Alpes,17/12/2015,17/12/2015,17/11/2022,PUBLI,HTA,Direct,GAZ,,AUTRE,,5732.0,,,5732.0,,,En service,0.0,Enedis
Confidentiel,17W000000064792J,742430102,Saint-Julien-en-Genevois,CC du Genevois,Haute-Savoie,Auvergne-Rhône-Alpes,01/11/2008,01/11/2008,19/04/2022,SSGE7,HTA,Indirect,GAZ,,COGENERATION A VAPEUR,,1055.0,,,1055.0,,,En service,0.0,Enedis
Confidentiel,17W000000152757U,742640101,Scionzier,CC Cluses-Arve et Montagnes,Haute-Savoie,Auvergne-Rhône-Alpes,01/11/2011,01/11/2011,29/04/2022,CLUSE,HTA,Direct,GAZ,,,,1485.0,,,1485.0,,,En service,0.0,Enedis
Confidentiel,17W000000048978Y,751124604,Paris 12e Arrondissement,,Paris,Île-de-France,01/11/1998,01/11/1998,06/12/2022,NATI3,HTA,Direct,GAZ,,AUTRE,,719.0,,,705.0,,,En service,0.0,Enedis
Confidentiel,17W000000911796U,751135121,Paris 13e Arrondissement,,Paris,Île-de-France,18/03/2019,18/03/2019,24/10/2022,TOLBI,BT,Direct,GAZ,,TURBINE A COMBUSTION,,237.0,,,232.0,,,En service,0.0,Enedis
Confidentiel,17W000000050997R,751176615,Paris 17e Arrondissement,,Paris,Île-de-France,01/02/2001,01/02/2001,19/11/2021,TERNE,HTA,Direct,GAZ,,AUTRE,,2800.0,,,2800.0,,,En service,0.0,Enedis
Confidentiel,17W000000041804S,751176816,Paris 17e Arrondissement,,Paris,Île-de-France,21/01/2006,21/01/2006,19/11/2021,CARDI,BT,Direct,GAZ,,AUTRE,,240.0,,,230.0,,,En service,0.0,Enedis
ILOT FLANDRES-TANGER-RIQUET,17W0000000570573,751197306,Paris 19e Arrondissement,,Paris,Île-de-France,01/03/1998,01/03/1998,12/12/2022,ORNA5,HTA,Direct,GAZ,,AUTRE,,2020.0,,,2006.0,,,En service,0.0,Enedis
Confidentiel,17W000000432299P,761080103,Bois-Guillaume,Métropole Rouen Normandie,Seine-Maritime,Normandie,01/11/2010,01/11/2010,13/12/2022,B.GUI,HTA,Direct,GAZ,,COGENERATION A VAPEUR,,598.0,,,598.0,,,En service,0.0,Enedis
COGENERATION D IDEFHI,17W000000078010C,761570101,Canteleu,Métropole Rouen Normandie,Seine-Maritime,Normandie,01/11/2009,01/11/2009,15/12/2022,DIEP5,HTA,Direct,GAZ,,,,1003.0,,,1003.0,,,En service,0.0,Enedis
Confidentiel,17W000000042345T,761570401,Canteleu,Métropole Rouen Normandie,Seine-Maritime,Normandie,01/10/2010,01/10/2010,13/12/2022,DIEP5,HTA,Direct,GAZ,,,,2993.0,,,2800.0,,,En service,0.0,Enedis
Confidentiel,17W0000004329599,761570101,Canteleu,Métropole Rouen Normandie,Seine-Maritime,Normandie,23/11/2002,23/11/2002,07/02/2022,DIEP5,HTA,Direct,GAZ,,AUTRE,,6031.0,,,6031.0,,,En service,0.0,Enedis
Confidentiel,17W000000422071O,,Cléon,Métropole Rouen Normandie,Seine-Maritime,Normandie,01/11/2011,01/11/2011,15/12/2022,CLEON,HTA,Direct,GAZ,,COGENERATION A VAPEUR,,1003.0,,,963.0,,,En service,0.0,Enedis
CENTRALE CLEON-RESERVE RAPIDE,17W000000057206C,761780102,Cléon,Métropole Rouen Normandie,Seine-Maritime,Normandie,01/11/2010,01/11/2010,13/12/2022,CLEON,HTA,Direct,FIOUL,,AUTRE,,8500.0,,,6620.0,,,En service,0.0,Enedis
COGENERATION DE SODINEUF,17W000000048368O,762170116,Dieppe,CA de la Région Dieppoise,Seine-Maritime,Normandie,01/10/2010,01/10/2010,13/12/2022,DIEPP,HTA,Direct,GAZ,,AUTRE,,3477.0,,,3250.0,,,En service,0.0,Enedis
Confidentiel,17W0000004159952,762590109,Fécamp,CA Fécamp Caux Littoral Agglomération,Seine-Maritime,Normandie,15/09/2005,15/09/2005,01/11/2017,FECAM,HTA,Direct,GAZ,,AUTRE,,2006.0,,,2006.0,,,En service,0.0,Enedis
COGENERATION AIRCELLE,17W000000060263T,763050106,Gonfreville-l'Orcher,CU Le Havre Seine Métropole,Seine-Maritime,Normandie,01/03/1998,01/03/1998,16/05/2022,P.SEP,HTA,Direct,GAZ,,AUTRE,,2066.0,,,2018.0,,,En service,0.0,Enedis
G.ORCT12 - GROUPE 12 DE LA CENTRALE THERMIQUE DE GONFREVILLE-L ORCHER (GTA 12),17W100P100P1394U,763050106,Gonfreville-l'Orcher,CU Le Havre Seine Métropole,Seine-Maritime,Normandie,01/01/1981,01/01/1981,02/01/2012,CANAL,90 kV,INDIRECT,FIOUL,GAZ,COGENERATION A VAPEUR,,12000.0,,,12000.0,,1.0,En service,,RTE
RATIET01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE RATIER (GTA 1),17W100P100P16226,763050106,Gonfreville-l'Orcher,CU Le Havre Seine Métropole,Seine-Maritime,Normandie,01/01/1972,01/01/1972,02/01/2012,RATIE,90 kV,INDIRECT,FIOUL,GAZ,COGENERATION A VAPEUR,,21000.0,,,21000.0,,1.0,En service,,RTE
RATIET02 - GROUPE 02 DE LA CENTRALE THERMIQUE DE RATIER (GTA 201),17W100P100P16242,763050106,Gonfreville-l'Orcher,CU Le Havre Seine Métropole,Seine-Maritime,Normandie,01/01/1972,01/01/1972,02/01/2012,RATIE,90 kV,INDIRECT,FIOUL,GAZ,COGENERATION A VAPEUR,,23000.0,,,23000.0,,1.0,En service,,RTE
AMFART14 - GROUPE 14 DE LA CENTRALE THERMIQUE DE AMFARD,17W100P100P03477,763050106,Gonfreville-l'Orcher,CU Le Havre Seine Métropole,Seine-Maritime,Normandie,01/03/2003,,02/01/2014,AMFAR,225 kV,DIRECT,GAZ,,COGENERATION A COMBUSTION,,125000.0,,,125000.0,,1.0,En service,,RTE
AMFART15 - GROUPE 15 DE LA CENTRALE THERMIQUE DE AMFARD,17W100P100P03485,763050106,Gonfreville-l'Orcher,CU Le Havre Seine Métropole,Seine-Maritime,Normandie,01/03/2003,,02/01/2014,AMFAR,225 kV,DIRECT,GAZ,,COGENERATION A COMBUSTION,,125000.0,,,125000.0,,1.0,En service,,RTE
G.ORCT13 - GROUPE 13 DE LA CENTRALE THERMIQUE DE GONFREVILLE-L ORCHER (GTA 13),17W100P100P1396Q,763050106,Gonfreville-l'Orcher,CU Le Havre Seine Métropole,Seine-Maritime,Normandie,01/01/1981,01/01/1981,02/01/2012,CANAL,90 kV,INDIRECT,FIOUL,GAZ,COGENERATION A VAPEUR,,12000.0,,,12000.0,,1.0,En service,,RTE
G.ORCT11 - GROUPE 11 DE LA CENTRALE THERMIQUE DE GONFREVILLE-L ORCHER (GTA 11),17W100P100P1392Y,763050106,Gonfreville-l'Orcher,CU Le Havre Seine Métropole,Seine-Maritime,Normandie,01/01/1970,01/01/1970,02/01/2012,CANAL,90 kV,INDIRECT,FIOUL,GAZ,COGENERATION A VAPEUR,,24000.0,,,24000.0,,1.0,En service,,RTE
DARBLT05 - GROUPE 05 DE LA CENTRALE THERMIQUE DE DARBLAY (TG),17W100P100P1299O,763190501,Grand-Couronne,Métropole Rouen Normandie,Seine-Maritime,Normandie,01/01/1980,01/01/1980,13/08/2014,DARBL,225 kV,INDIRECT,GAZ,,COGENERATION A COMBUSTION,,24000.0,,,24000.0,,1.0,En service,,RTE
DARBLT07 - GROUPE 07 DE LA CENTRALE THERMIQUE DE DARBLAY (TV C),17W000000012963L,763190501,Grand-Couronne,Métropole Rouen Normandie,Seine-Maritime,Normandie,01/12/1986,01/12/1986,28/09/2016,DARBL,225 kV,INDIRECT,GAZ,,TURBINE A VAPEUR,,3300.0,,,,,1.0,En service,,RTE
Confidentiel,17W000000403530P,763220103,Le Grand-Quevilly,Métropole Rouen Normandie,Seine-Maritime,Normandie,01/11/2010,01/11/2010,18/10/2022,G.QUE,HTA,Direct,GAZ,,AUTRE,,1033.0,,,1033.0,,,En service,0.0,Enedis
G.QU5T03 - GROUPE 03 DE LA CENTRALE THERMIQUE DE GRAND-QUEVILLY (GPN) AM2 (N1601),17W100P100P1404G,763220501,Le Grand-Quevilly,Métropole Rouen Normandie,Seine-Maritime,Normandie,01/01/1978,01/01/1978,23/11/2012,G.QUE,90 kV,INDIRECT,GAZ,,COGENERATION A VAPEUR,,7000.0,,,7000.0,,1.0,En service,,RTE
Confidentiel,17W000000057908H,763510602,Le Havre,CU Le Havre Seine Métropole,Seine-Maritime,Normandie,01/11/2011,01/11/2011,15/12/2022,BLEVI,HTA,Direct,GAZ,,,,4980.0,,,4900.0,,,En service,0.0,Enedis
SDCMG,17W000000426385I,763512205,Le Havre,CU Le Havre Seine Métropole,Seine-Maritime,Normandie,01/11/2001,01/11/2001,16/05/2022,BLEVI,HTA,Indirect,GAZ,,AUTRE,,7772.0,,,7772.0,,,En service,0.0,Enedis
COGENERATION CAUCRIAUVILLE,17W000000150480K,763512307,Le Havre,CU Le Havre Seine Métropole,Seine-Maritime,Normandie,14/04/1999,14/04/1999,13/12/2022,MTIVI,HTA,Direct,GAZ,,AUTRE,,11000.0,,,11000.0,,,En service,0.0,Enedis
Confidentiel,17W000000164693E,763512301,Le Havre,CU Le Havre Seine Métropole,Seine-Maritime,Normandie,01/11/2011,01/11/2011,15/12/2022,P.SEP,HTA,Direct,GAZ,,AUTRE,,1995.0,,,1950.0,,,En service,0.0,Enedis
EDGART03 - GROUPE 03 DE LA CENTRALE THERMIQUE DE EDGAR (TAG),17W0000000134338,763840105,Lillebonne,CA Caux Seine Agglo,Seine-Maritime,Normandie,08/10/2015,,08/10/2015,EDGAR,90 kV,DIRECT,GAZ,,COGENERATION A COMBUSTION,,12000.0,,,12000.0,,1.0,En service,,RTE
Confidentiel,17W000000151314W,,Montivilliers,CU Le Havre Seine Métropole,Seine-Maritime,Normandie,01/06/2009,01/06/2009,13/12/2022,P.SEP,HTA,Direct,GAZ,,AUTRE,,2060.0,,,2000.0,,,En service,0.0,Enedis
Confidentiel,17W000000146494M,764510203,Mont-Saint-Aignan,Métropole Rouen Normandie,Seine-Maritime,Normandie,01/11/2009,01/11/2009,21/04/2021,H.DIE,HTA,Direct,GAZ,,AUTRE,,8020.0,,,8020.0,,,En service,0.0,Enedis
P.JERTG1 - GROUPE G1 DE LA CENTRALE THERMIQUE DE PORT-JEROME (TG1),17W100P100P1563X,764760103,Port-Jérôme-sur-Seine,CA Caux Seine Agglo,Seine-Maritime,Normandie,01/01/1976,01/01/1976,05/01/2012,P.JER,225 kV,INDIRECT,GAZ,DECHETS INDUSTRIELS,COGENERATION A VAPEUR,,19000.0,,,19000.0,,1.0,En service,,RTE
P.JERT04 - GROUPE 04 DE LA CENTRALE THERMIQUE DE PORT-JEROME (TA6),17W100P100P1568N,764760103,Port-Jérôme-sur-Seine,CA Caux Seine Agglo,Seine-Maritime,Normandie,01/01/1952,01/01/1952,05/01/2012,P.JER,225 kV,INDIRECT,GAZ,DECHETS INDUSTRIELS,COGENERATION A VAPEUR,,11000.0,,,11000.0,,1.0,En service,,RTE
P.JERTG2 - GROUPE G2 DE LA CENTRALE THERMIQUE DE PORT-JEROME (TG2),17W100P100P1565T,764760103,Port-Jérôme-sur-Seine,CA Caux Seine Agglo,Seine-Maritime,Normandie,01/01/1976,01/01/1976,05/01/2012,P.JER,225 kV,INDIRECT,GAZ,DECHETS INDUSTRIELS,COGENERATION A VAPEUR,,19000.0,,,19000.0,,1.0,En service,,RTE
Confidentiel,17W0000000462754,764970101,Petit-Couronne,Métropole Rouen Normandie,Seine-Maritime,Normandie,27/04/2011,27/04/2011,06/05/2022,CORNE,HTA,Direct,GAZ,,MOTEUR A PISTON,BATTE,6650.0,,,6650.0,,1.0,En service,2400.0,Enedis
Confidentiel,17W0000000548241,764980102,Le Petit-Quevilly,Métropole Rouen Normandie,Seine-Maritime,Normandie,19/12/2012,19/12/2012,16/05/2022,BZBAK,HTA,Direct,GAZ,,AUTRE,,7500.0,,,3900.0,,,En service,0.0,Enedis
N.GRAT05 - GROUPE 05 DE LA CENTRALE THERMIQUE DE N.D.DE-GRAVENCHON (TAG),17W100P100P15181,764990000,Petiville,CA Caux Seine Agglo,Seine-Maritime,Normandie,01/06/1989,01/06/1989,02/01/2012,N.GRA,90 kV,INDIRECT,GAZ,,COGENERATION A COMBUSTION,,17300.0,,,17300.0,,1.0,En service,,RTE
Confidentiel,17W000000498509B,765400204,Rouen,Métropole Rouen Normandie,Seine-Maritime,Normandie,05/11/2018,05/11/2018,23/06/2021,H.DIE,BT,Direct,GAZ,,TURBINE A COMBUSTION,,200.0,,,200.0,,,En service,0.0,Enedis
Confidentiel,17W000000059341X,765400205,Rouen,Métropole Rouen Normandie,Seine-Maritime,Normandie,23/10/2006,23/10/2006,13/12/2022,H.DIE,HTA,Direct,GAZ,,AUTRE,,7150.0,,,7150.0,,,En service,0.0,Enedis
Confidentiel,17W0000004395168,,Rouen,Métropole Rouen Normandie,Seine-Maritime,Normandie,02/11/2017,02/11/2017,14/12/2022,B.GUI,HTA,Indirect,GAZ,,COGENERATION A VAPEUR,,4255.0,,,4255.0,,,En service,0.0,Enedis
Confidentiel,17W000000439958D,765400801,Rouen,Métropole Rouen Normandie,Seine-Maritime,Normandie,02/11/2017,02/11/2017,14/12/2022,B.GUI,HTA,Direct,GAZ,,COGENERATION A VAPEUR,,4255.0,,,,,,En service,0.0,Enedis
Confidentiel,17W000000415212N,765400801,Rouen,Métropole Rouen Normandie,Seine-Maritime,Normandie,01/11/2010,01/11/2010,13/12/2022,B.GUI,HTA,Direct,GAZ,,,,9450.0,,,7850.0,,,En service,0.0,Enedis
CHAPET09 - GROUPE 09 DE LA CENTRALE THERMIQUE DE CHAPELLE (LA)(CHAPELLE D ARBLAY) (TAG1),17W100P100P1240K,765750501,Saint-Étienne-du-Rouvray,Métropole Rouen Normandie,Seine-Maritime,Normandie,01/08/2000,,06/01/2013,CHAPE,90 kV,DIRECT,GAZ,,COGENERATION A COMBUSTION,,45000.0,,,45000.0,,1.0,En service,,RTE
CHAPET08 - GROUPE 08 DE LA CENTRALE THERMIQUE DE CHAPELLE (LA)(CHAPELLE D ARBLAY) (TAV),17W100P100P12387,765750501,Saint-Étienne-du-Rouvray,Métropole Rouen Normandie,Seine-Maritime,Normandie,01/08/2000,,06/01/2013,CHAPE,90 kV,DIRECT,GAZ,,COGENERATION A VAPEUR,,10000.0,,,10000.0,,1.0,En service,,RTE
CHAPET11 - ADP 11 DE LA CENTRALE THERMIQUE DE CHAPELLE (LA) (CHAPELLE D ARBLAY),17W100P100P2914P,765750501,Saint-Étienne-du-Rouvray,Métropole Rouen Normandie,Seine-Maritime,Normandie,01/03/2007,,05/01/2016,CHAPE,225 kV,INDIRECT,GAZ,,COGENERATION A COMBUSTION,,32000.0,,,32000.0,,32.0,En service,,RTE
CHAPET10 - GROUPE 10 DE LA CENTRALE THERMIQUE DE CHAPELLE (LA)(CHAPELLE D ARBLAY) (TAG2),17W100P100P1241I,765750501,Saint-Étienne-du-Rouvray,Métropole Rouen Normandie,Seine-Maritime,Normandie,01/08/2000,,06/01/2013,CHAPE,90 kV,DIRECT,GAZ,,COGENERATION A COMBUSTION,,45000.0,,,45000.0,,1.0,En service,,RTE
RNURSTA1 - ADP A1 DE LA CENTRALE THERMIQUE DE R.N.U.R.S,17W100P100P2078Z,766600000,Sandouville,CU Le Havre Seine Métropole,Seine-Maritime,Normandie,01/10/2007,01/10/2007,01/05/2014,SANDO,90 kV,INDIRECT,FIOUL,,MOTEUR A PISTON,,800.0,,,800.0,,2.0,En service,,RTE
Confidentiel,17W0000004279508,766810106,Sotteville-lès-Rouen,Métropole Rouen Normandie,Seine-Maritime,Normandie,01/11/2016,01/11/2016,15/12/2022,COTON,HTA,Direct,GAZ,,,,2592.0,,,,,,En service,0.0,Enedis
Confidentiel,17W0000004201501,766810106,Sotteville-lès-Rouen,Métropole Rouen Normandie,Seine-Maritime,Normandie,01/11/2016,01/11/2016,15/12/2022,COTON,HTA,Indirect,GAZ,,AUTRE,,2592.0,,,2592.0,,,En service,0.0,Enedis
BAGNET01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE BAGNEAUX,17W100P100P1153F,770100000,Aubepierre-Ozouer-le-Repos,CC Brie Nangissienne,Seine-et-Marne,Île-de-France,01/01/1969,01/01/1969,02/01/2012,BAGNE,63 kV,INDIRECT,GAZ,,TURBINE A COMBUSTION,,10000.0,,,10000.0,,1.0,En service,,RTE
Confidentiel,17W000000452577B,770690000,Chailly-en-Bière,CA du Pays de Fontainebleau,Seine-et-Marne,Île-de-France,02/11/2017,02/11/2017,19/11/2021,MALEC,HTA,Direct,GAZ,,COGENERATION A VAPEUR,,1200.0,,,1200.0,,,En service,0.0,Enedis
Confidentiel,17W000000058213A,771080401,Chelles,CA Paris - Vallée de la Marne,Seine-et-Marne,Île-de-France,20/12/2001,20/12/2001,09/08/2022,GALER,HTA,Direct,GAZ,,AUTRE,,9200.0,,,8000.0,,,En service,0.0,Enedis
CHAUFFERIE DE DAMMARIE,17W000000052461L,771520204,Dammarie-les-Lys,CA Melun Val de Seine,Seine-et-Marne,Île-de-France,01/11/2012,01/11/2012,19/11/2021,P.MEE,HTA,Direct,GAZ,,,,3300.0,,,3300.0,,,En service,0.0,Enedis
Confidentiel,17W000000393019N,771760000,Faremoutiers,CA Coulommiers Pays de Brie,Seine-et-Marne,Île-de-France,30/10/2015,30/10/2015,19/11/2021,COULO,HTA,Direct,GAZ,,AUTRE,,1200.0,,,1200.0,,,En service,0.0,Enedis
Confidentiel,17W000000048013O,771780000,Faÿ-lès-Nemours,CC Pays de Nemours,Seine-et-Marne,Île-de-France,01/08/2012,01/08/2012,01/03/2022,NEMOU,HTA,Direct,FIOUL,,AUTRE,,6756.0,,,6756.0,,,En service,0.0,Enedis
MEAUXT01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE MEAUX,17W100P100P1487N,772840302,Meaux,CA du Pays de Meaux,Seine-et-Marne,Île-de-France,01/08/2000,,02/01/2012,MEAUX,63 kV,DIRECT,GAZ,,COGENERATION A VAPEUR,,28000.0,,,28000.0,,1.0,En service,,RTE
Confidentiel,17W000000156482N,772840103,Meaux,CA du Pays de Meaux,Seine-et-Marne,Île-de-France,01/12/1999,01/12/1999,09/08/2022,CXCON,HTA,Direct,GAZ,,AUTRE,,4005.0,,,3973.0,,,En service,0.0,Enedis
SC2M,17W000000421676W,772880503,Melun,CA Melun Val de Seine,Seine-et-Marne,Île-de-France,01/12/2015,01/12/2015,10/08/2022,PLISO,HTA,Direct,GAZ,,AUTRE,,3840.0,,,3840.0,,,En service,0.0,Enedis
Confidentiel,17W000000056226B,773270101,Nangis,CC Brie Nangissienne,Seine-et-Marne,Île-de-France,01/09/1996,01/09/1996,23/03/2022,NANGI,HTA,Direct,GAZ,,AUTRE,,6000.0,,,6000.0,,,En service,0.0,Enedis
VLAR5T02 - GROUPE 02 DE LA CENTRALE THERMIQUE DE VILLAROCHE (TAG 2),17W100P100P1728R,773840000,Réau,CA Grand Paris Sud Seine Essonne Sénart,Seine-et-Marne,Île-de-France,01/10/1994,,28/11/2012,VLAR5,63 kV,INDIRECT,GAZ,,COGENERATION A COMBUSTION,,5500.0,,,5500.0,,1.0,En service,,RTE
VLAR5T01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE VILLAROCHE (TAG 1),17W100P100P1727T,773840000,Réau,CA Grand Paris Sud Seine Essonne Sénart,Seine-et-Marne,Île-de-France,01/10/1994,,28/11/2012,VLAR5,63 kV,INDIRECT,GAZ,,COGENERATION A COMBUSTION,,5500.0,,,5500.0,,1.0,En service,,RTE
VAIR6T02 - GROUPE 02 DE LA CENTRALE THERMIQUE DE VAIRES-SUR-MARNE,17W100P100P21572,774790102,Vaires-sur-Marne,CA Paris - Vallée de la Marne,Seine-et-Marne,Île-de-France,01/09/2008,,17/12/2014,VAIRE,225 kV,DIRECT,FIOUL,,TURBINE A COMBUSTION,,200000.0,,,200000.0,,1.0,En service,,RTE
VAIR6T03 - GROUPE 03 DE LA CENTRALE THERMIQUE DE VAIRES-SUR-MARNE,17W100P100P21580,774790102,Vaires-sur-Marne,CA Paris - Vallée de la Marne,Seine-et-Marne,Île-de-France,01/06/2009,26/10/2009,17/12/2014,VAIRE,225 kV,DIRECT,FIOUL,,TURBINE A COMBUSTION,,200000.0,,,200000.0,,1.0,En service,,RTE
VAIR6T01 - GROUPE 01 DE LA CENTRALE THERMIQUE DE VAIRES-SUR-MARNE,17W100P100P21564,774790102,Vaires-sur-Marne,CA Paris - Vallée de la Marne,Seine-et-Marne,Île-de-France,01/09/2008,,17/12/2014,VAIRE,225 kV,DIRECT,FIOUL,,TURBINE A COMBUSTION,,200000.0,,,200000.0,,1.0,En service,,RTE
MTERET05 - GROUPE 05 DE LA CENTRALE THERMIQUE DE MONTEREAU,17W100P100P0040X,774940000,Vernou-la-Celle-sur-Seine,CC Moret Seine et Loing,Seine-et-Marne,Île-de-France,01/08/2010,30/11/2010,02/01/2015,MTERE,225 kV,DIRECT,GAZ,FIOUL,TURBINE A COMBUSTION,,200000.0,,,200000.0,,1.0,En service,,RTE
MTERET06 - GROUPE 06 DE LA CENTRALE THERMIQUE DE MONTEREAU,17W100P100P0041V,774940000,Vernou-la-Celle-sur-Seine,CC Moret Seine et Loing,Seine-et-Marne,Île-de-France,01/08/2010,30/11/2010,02/01/2015,MTERE,225 kV,DIRECT,GAZ,FIOUL,TURBINE A COMBUSTION,,200000.0,,,200000.0,,1.0,En service,,RTE
ECOGEN AUBERGENVILLE G1,17W000000152758S,780290104,Aubergenville,CU Grand Paris Seine et Oise,Yvelines,Île-de-France,01/11/2000,01/11/2000,19/11/2021,MUREA,HTA,Direct,GAZ,,AUTRE,,1931.0,,,1931.0,,,En service,0.0,Enedis
ECOGEN AUBERGENVILLE CF4,17W000000061196D,780290105,Aubergenville,CU Grand Paris Seine et Oise,Yvelines,Île-de-France,14/11/2000,14/11/2000,19/11/2021,MUREA,HTA,Direct,GAZ,,AUTRE,,1931.0,,,1931.0,,,En service,0.0,Enedis
DALKIA,17W0000004303952,781380102,Chanteloup-les-Vignes,CU Grand Paris Seine et Oise,Yvelines,Île-de-France,01/02/2004,01/02/2004,09/08/2022,NOURO,HTA,Direct,GAZ,,AUTRE,,1950.0,,,1950.0,,,En service,0.0,Enedis
Confidentiel,17W000000415981D,781580113,Le Chesnay-Rocquencourt,CA Versailles Grand Parc (CAVGP),Yvelines,Île-de-France,13/02/2001,13/02/2001,19/11/2021,LOUVE,HTA,Direct,GAZ,,AUTRE,,17000.0,,,11320.0,,,En service,0.0,Enedis
Confidentiel,17W000000048729I,782420103,Fontenay-le-Fleury,CA Versailles Grand Parc (CAVGP),Yvelines,Île-de-France,01/11/2000,01/11/2000,09/08/2022,SAULE,HTA,Direct,GAZ,,AUTRE,,1904.0,,,1904.0,,,En service,0.0,Enedis
Confidentiel,17W000000159642C,782420101,Fontenay-le-Fleury,CA Versailles Grand Parc (CAVGP),Yvelines,Île-de-France,01/10/2001,01/10/2001,09/08/2022,SAULE,HTA,Direct,GAZ,,AUTRE,,1560.0,,,1560.0,,,En service,0.0,Enedis
Confidentiel,17W000000934400H,,Maisons-Laffitte,CA Saint Germain Boucles de Seine,Yvelines,Île-de-France,23/09/2019,23/09/2019,23/05/2022,CORME,BT,Direct,GAZ,,COGENERATION A COMBUSTION,,230.0,,,230.0,,,En service,0.0,Enedis
Confidentiel,17W000000042057Y,783610110,Mantes-la-Jolie,CU Grand Paris Seine et Oise,Yvelines,Île-de-France,19/01/2015,19/01/2015,09/08/2022,MAGNA,HTA,Direct,GAZ,,AUTRE,,8200.0,,,8200.0,,,En service,0.0,Enedis
Confidentiel,17W0000004132953,783720101,Marly-le-Roi,CA Saint Germain Boucles de Seine,Yvelines,Île-de-France,24/12/1999,24/12/1999,19/11/2021,,HTA,Direct,GAZ,,AUTRE,,4100.0,,,4100.0,,,En service,0.0,Enedis
Confidentiel,17W000000163026L,784400108,Les Mureaux,CU Grand Paris Seine et Oise,Yvelines,Île-de-France,06/04/2010,06/04/2010,24/10/2022,MUREA,HTA,Direct,GAZ,,AUTRE,,1375.0,,,1375.0,,,En service,0.0,Enedis
Confidentiel,17W000000045700K,784550103,Noisy-le-Roi,CA Versailles Grand Parc (CAVGP),Yvelines,Île-de-France,07/10/2004,07/10/2004,04/05/2022,LOUVE,HTA,Direct,GAZ,,AUTRE,,1156.0,,,1156.0,,,En service,0.0,Enedis
Confidentiel,17W0000004209611,784980111,Poissy,CU Grand Paris Seine et Oise,Yvelines,Île-de-France,28/11/1995,28/11/1995,23/05/2022,POISS,HTA,Direct,GAZ,,AUTRE,,1232.0,,,1232.0,,,En service,0.0,Enedis
Confidentiel,17W0000010172589,785130000,La Queue-les-Yvelines,CC Cur d'Yvelines,Yvelines,Île-de-France,12/01/2021,12/01/2021,09/08/2022,MTFOR,BT,Direct,GAZ,,COGENERATION A COMBUSTION,,250.0,,,250.0,,,En service,0.0,Enedis
ENERLAY,17W0000000527279,785510110,Saint-Germain-en-Laye,CA Saint Germain Boucles de Seine,Yvelines,Île-de-France,23/10/2012,23/10/2012,09/08/2022,,HTA,Direct,GAZ,,AUTRE,,3826.0,,,3826.0,,,En service,0.0,Enedis
Confidentiel,17W0000014463816,785710101,Saint-Nom-la-Bretèche,CC Gally Mauldre,Yvelines,Île-de-France,28/09/2022,28/09/2022,29/09/2022,LOUV5,HTA,Direct,GAZ,,COGENERATION A COMBUSTION,,248.0,,,248.0,,,En service,0.0,Enedis
